races,wins,podiums,poles,front_rows,wet_races,wet_wins,wet_podiums,gained_positions,lost_positions,collisions,points,wins_not_from_pole,starting_position,ahead
7,0,0,0,0,1,0,0,31,0,0,2,0,163,0
1,0,0,0,0,0,0,0,10,0,0,0,0,21,0
4,0,0,0,0,0,0,0,24,0,0,22,0,57,0
3,0,0,0,0,1,0,0,27,0,1,1,0,65,1
1,0,0,0,0,0,0,0,6,0,0,10,0,11,0
1,0,0,0,0,0,0,0,0,0,1,0,0,13,0
4,0,0,0,0,1,0,0,17,0,0,14,0,58,1
5,0,0,0,0,0,0,0,8,0,2,1,0,74,0
1,0,0,0,0,0,0,0,1,0,0,2,0,10,0
2,0,0,0,0,1,0,0,11,0,0,4,0,39,1
2,0,0,0,0,0,0,0,4,0,0,6,0,27,1
3,0,0,0,0,2,0,0,33,0,0,0,0,73,1
1,0,0,0,0,0,0,0,0,0,1,0,0,17,1
3,0,0,0,0,1,0,0,7,0,1,0,0,56,0
1,0,0,0,0,0,0,0,0,0,1,0,0,16,0
1,0,0,0,0,0,0,0,9,0,0,0,0,20,1
2,0,0,0,0,0,0,0,12,0,0,6,0,38,0
6,0,0,0,0,0,0,0,9,0,0,22,0,76,1
8,0,3,0,1,1,0,0,9,9,1,75,0,42,1
6,1,1,0,0,2,0,0,13,3,0,38,1,66,1
8,0,0,0,0,0,0,0,7,14,1,14,0,54,0
7,0,0,0,0,2,0,0,9,0,2,26,0,60,1
2,0,0,0,0,0,0,0,0,0,0,0,0,33,1
2,0,0,0,0,0,0,0,11,0,0,4,0,35,1
2,0,0,0,0,0,0,0,5,0,0,0,0,33,1
1,0,0,0,0,0,0,0,2,0,0,0,0,18,0
1,0,0,0,0,0,0,0,0,0,0,0,0,28,1
6,0,0,0,0,0,0,0,26,0,0,20,0,92,0
9,0,0,0,0,0,0,0,19,4,1,38,0,99,0
8,2,5,1,5,0,0,0,2,3,0,110,1,19,0
8,5,5,3,6,1,0,0,3,2,0,137,2,22,1
8,0,0,1,2,2,0,0,6,0,1,20,0,70,0
8,0,0,0,0,1,0,0,14,3,2,46,0,70,1
10,0,1,0,1,2,0,0,19,11,2,60,0,66,0
10,0,2,0,1,0,0,0,2,12,0,44,0,58,0
6,0,1,0,1,1,0,0,19,5,0,41,0,40,1
9,4,5,3,3,3,2,2,9,0,0,130,2,37,1
11,2,6,2,4,1,1,1,16,6,0,152,2,43,1
11,0,0,0,0,3,0,0,10,2,1,11,0,117,0
8,0,2,2,2,0,0,0,12,2,2,53,0,46,1
13,1,4,1,2,0,0,0,13,5,1,77,1,99,0
2,0,0,0,0,0,0,0,3,0,0,4,0,30,1
2,0,0,0,0,0,0,0,0,0,0,0,0,27,0
1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
2,0,0,0,0,1,0,0,0,0,0,0,0,46,1
5,0,0,0,0,2,0,0,25,0,1,16,0,80,1
8,0,1,0,1,2,0,0,23,0,1,25,0,87,0
10,0,0,0,0,0,0,0,13,0,1,14,0,125,1
3,0,0,0,0,0,0,0,19,0,1,8,0,57,1
13,0,1,0,0,2,0,1,47,0,3,20,0,235,1
1,0,0,0,0,0,0,0,7,0,0,2,0,16,1
1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
10,1,5,0,2,1,0,1,12,1,0,112,1,48,1
8,1,1,0,0,3,0,0,6,2,1,47,1,50,1
11,0,2,0,0,1,0,0,11,0,0,33,0,95,0
10,3,4,0,3,3,2,3,16,3,0,124,3,51,1
11,6,7,2,5,0,0,0,10,1,1,180,5,29,0
13,1,4,4,7,0,0,0,4,7,0,78,1,40,0
11,6,7,6,8,2,1,1,4,13,0,178,2,24,1
11,4,5,2,4,2,0,0,13,13,2,136,3,36,1
14,5,8,3,4,2,0,0,39,11,0,221,3,72,1
3,0,0,0,0,0,0,0,9,0,0,8,0,49,1
11,2,5,2,3,0,0,0,9,0,0,120,0,67,1
11,1,3,2,5,2,1,1,4,2,1,66,0,50,1
12,1,4,4,5,2,0,2,12,13,0,90,0,58,1
12,0,1,0,0,1,0,0,43,9,1,69,0,113,1
3,0,0,0,0,0,0,0,10,0,0,0,0,59,1
13,0,0,0,0,1,0,0,73,0,2,64,0,195,0
16,0,0,0,0,1,0,0,44,0,0,30,0,228,1
2,0,0,0,0,0,0,0,12,0,1,6,0,32,0
3,0,0,0,0,1,0,0,8,0,0,4,0,49,1
16,4,11,3,9,3,0,1,13,16,2,226,4,49,1
16,7,8,9,12,3,0,0,2,7,4,222,2,35,0
16,0,2,0,1,3,0,0,27,9,3,115,0,107,1
16,0,0,0,0,2,0,0,5,6,3,7,0,169,0
17,0,0,0,0,5,0,0,37,15,1,92,0,148,1
17,0,2,0,0,2,0,0,47,2,2,73,0,183,1
17,0,0,0,0,1,0,0,45,0,0,44,0,208,0
15,0,0,0,0,2,0,0,18,4,0,23,0,175,0
3,0,0,0,0,1,0,0,4,1,0,2,0,34,0
19,0,0,0,0,0,0,0,43,21,1,27,0,237,0
12,0,0,0,0,0,0,0,34,0,2,22,0,153,1
7,0,2,0,0,2,0,0,38,0,0,61,0,78,1
14,0,3,0,1,3,0,0,20,1,2,60,0,120,0
14,1,4,0,1,4,1,2,27,0,3,121,1,112,1
16,6,8,8,11,3,1,2,4,5,2,205,1,67,1
17,3,5,6,10,2,1,1,4,14,3,132,1,55,0
16,0,1,0,1,1,0,0,9,6,7,46,0,124,0
7,0,0,0,0,1,0,0,5,0,1,4,0,83,0
1,0,0,0,0,0,0,0,2,0,0,1,0,12,1
17,0,0,0,0,1,0,0,17,5,2,53,0,148,1
16,0,1,0,2,2,0,0,31,15,2,87,0,116,0
17,1,2,2,2,3,0,0,30,23,1,117,0,114,1
1,0,0,0,0,0,0,0,5,0,0,0,0,20,0
16,0,3,0,0,4,0,0,18,7,3,87,0,99,1
8,0,5,0,0,3,0,0,22,3,0,84,0,66,1
6,0,1,0,2,0,0,0,1,7,0,34,0,19,0
10,0,1,0,1,0,0,0,1,1,0,37,0,62,0
3,0,0,0,1,0,0,0,0,1,0,10,0,11,0
1,0,0,0,0,0,0,0,11,0,0,0,0,22,1
20,0,0,0,0,2,0,0,80,0,2,16,0,340,0
19,0,0,0,0,0,0,0,28,17,1,13,0,254,0
12,0,1,0,0,3,0,1,44,1,2,52,0,153,1
11,0,3,0,1,0,0,0,34,4,0,84,0,92,0
15,0,0,0,0,2,0,0,38,0,2,44,0,165,1
1,0,0,0,0,0,0,0,9,0,0,0,0,21,0
1,0,0,0,0,0,0,0,0,0,0,0,0,24,1
10,0,0,0,0,1,0,0,6,0,2,0,0,159,0
12,0,0,0,0,2,0,0,50,0,1,16,0,205,1
6,0,0,1,1,0,0,0,17,8,0,4,0,72,1
17,0,0,0,0,5,0,0,39,10,1,67,0,201,0
17,0,0,0,0,2,0,0,70,0,2,25,0,288,0
17,0,0,0,0,1,0,0,43,8,3,80,0,175,0
15,0,0,0,0,2,0,0,41,6,1,52,0,170,1
18,0,10,1,3,3,0,2,31,7,1,206,0,99,1
16,0,2,1,4,0,0,0,22,22,1,97,0,98,1
18,1,3,1,3,2,1,1,33,17,1,142,1,140,1
17,0,0,0,0,3,0,0,33,7,2,19,0,236,0
18,0,0,0,0,5,0,0,32,3,4,11,0,256,1
17,6,9,4,5,2,1,2,30,4,1,252,2,97,1
19,2,7,0,1,5,2,3,46,5,1,214,2,130,0
19,3,12,0,3,2,2,2,27,6,0,270,3,85,1
20,3,6,1,5,2,1,1,31,39,1,188,2,129,0
19,0,0,0,0,0,0,0,44,18,0,73,0,199,1
19,0,1,0,0,2,0,0,35,20,0,116,0,161,1
19,0,0,0,0,1,0,0,40,4,1,16,0,303,0
21,0,0,0,0,3,0,0,44,6,1,21,0,273,0
1,0,0,0,0,0,0,0,0,0,1,0,0,20,0
1,0,0,0,0,0,0,0,2,0,0,0,0,15,0
6,0,1,0,0,0,0,0,16,19,0,35,0,53,1
8,0,2,0,0,2,0,0,19,9,1,49,0,64,1
9,3,3,6,6,1,0,0,11,7,0,89,1,24,1
10,7,9,7,8,2,2,2,9,9,0,212,2,20,1
11,3,3,6,8,0,0,0,6,13,0,103,2,23,1
9,6,6,6,9,1,1,1,2,9,0,151,2,12,0
8,1,2,2,4,3,0,0,2,0,1,52,1,27,0
11,4,5,6,7,1,0,0,8,7,0,123,2,28,1
1,1,1,1,1,0,0,0,0,0,0,25,0,1,1
1,0,0,0,0,0,0,0,5,0,0,6,0,12,1
1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
9,0,0,0,0,2,0,0,54,0,1,31,0,135,1
1,0,0,0,0,1,0,0,0,0,0,0,0,8,1
4,0,0,0,0,0,0,0,6,0,0,6,0,52,0
9,0,0,0,0,0,0,0,22,0,2,19,0,127,0
8,0,0,0,0,1,0,0,0,4,0,26,0,50,1
9,0,0,0,0,0,0,0,13,0,0,20,0,97,1
10,0,0,0,0,1,0,0,24,0,0,28,0,112,0
9,0,0,0,0,3,0,0,12,0,1,14,0,116,0
8,0,0,0,0,1,0,0,32,0,0,21,0,119,1
8,0,0,0,0,1,0,0,37,0,0,22,0,146,1
2,0,0,0,0,0,0,0,0,0,0,0,0,30,0
1,0,0,0,0,0,0,0,0,0,0,0,0,24,1
3,0,0,0,0,0,0,0,23,0,0,1,0,72,1
1,0,0,0,0,1,0,0,0,0,1,0,0,16,0
3,0,0,0,0,1,0,0,12,0,0,1,0,49,1
9,0,0,0,0,2,0,0,14,0,1,18,0,115,1
10,0,1,0,0,0,0,0,33,1,1,37,0,133,1
8,0,0,0,0,2,0,0,9,0,1,12,0,96,1
10,0,0,0,0,0,0,0,30,2,1,31,0,133,1
12,1,1,1,1,3,0,0,21,5,0,55,1,100,0
11,0,2,0,0,0,0,0,19,7,1,55,0,81,1
12,0,0,0,0,0,0,0,31,5,1,19,0,167,1
12,0,0,0,0,3,0,0,16,11,0,6,0,208,1
14,1,4,0,0,4,0,0,54,1,5,104,1,148,0
16,0,2,0,0,3,0,1,66,1,1,96,0,198,0
17,0,2,0,0,2,0,0,42,2,5,101,0,161,1
10,0,0,0,0,0,0,0,46,0,1,8,0,189,1
1,0,0,0,0,0,0,0,0,0,0,0,0,13,0
9,0,0,0,0,1,0,0,14,3,1,24,0,105,0
9,0,3,0,1,3,0,2,20,0,1,85,0,58,1
10,0,0,0,0,1,0,0,7,0,0,24,0,82,0
12,0,2,2,3,3,0,1,1,0,1,30,0,73,1
10,1,3,5,6,0,0,0,0,4,1,70,0,22,1
9,5,5,3,5,0,0,0,13,9,0,125,3,33,1
1,0,0,0,0,0,0,0,0,1,0,2,0,8,0
5,0,0,0,1,2,0,0,0,6,3,2,0,24,0
15,2,6,0,2,3,0,1,25,1,0,152,2,97,1
14,1,3,0,1,4,0,1,19,25,2,88,1,96,0
16,1,5,1,3,3,0,1,43,3,0,171,0,122,1
16,0,4,0,1,1,0,0,30,3,4,87,0,129,1
15,3,6,1,2,2,0,1,30,2,1,201,2,92,0
13,0,0,0,0,1,0,0,77,0,1,21,0,211,0
1,0,0,0,0,0,0,0,8,0,0,0,0,19,0
1,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,0,0,0,0,0,0,0,8,0,0,2,0,17,1
1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
1,0,0,0,0,0,0,0,14,0,0,4,0,22,0
1,0,0,0,0,0,0,0,0,0,0,0,0,21,1
1,0,0,0,0,0,0,0,10,0,1,0,0,26,1
5,0,0,0,0,0,0,0,4,0,0,1,0,62,0
7,0,0,0,0,0,0,0,20,0,0,20,0,80,1
1,0,0,0,0,0,0,0,0,0,0,0,0,21,0
4,0,1,1,1,1,0,0,9,0,1,18,0,33,0
8,0,0,0,0,2,0,0,7,1,2,26,0,79,1
9,0,2,1,2,1,0,1,15,0,1,68,0,65,1
10,1,3,1,3,2,0,0,6,7,0,72,1,39,0
10,2,6,2,4,0,0,0,6,0,0,119,0,31,1
8,0,3,0,2,1,0,0,4,3,0,66,0,32,0
9,2,4,2,5,3,1,2,1,0,0,83,0,32,0
12,0,2,1,1,3,0,1,15,2,1,47,0,76,0
9,0,1,0,0,0,0,0,15,0,0,27,0,96,0
11,0,0,0,0,0,0,0,21,0,0,24,0,130,0
10,0,0,0,0,2,0,0,44,4,0,34,0,136,1
1,0,0,0,0,0,0,0,0,0,0,0,0,19,0
16,0,3,1,3,1,0,0,40,7,3,110,0,111,1
14,0,0,0,0,1,0,0,52,0,0,34,0,228,0
15,2,5,0,0,1,0,0,63,2,1,131,2,170,1
13,1,3,0,0,0,0,0,125,0,2,87,1,241,1
1,0,0,0,0,0,0,0,14,0,0,6,0,21,1
9,0,0,0,0,1,0,0,11,0,2,2,0,157,1
5,0,0,0,0,0,0,0,9,0,1,0,0,103,1
1,0,0,0,0,1,0,0,5,0,0,0,0,16,1
15,0,0,0,0,0,0,0,29,0,2,34,0,201,0
7,0,0,0,0,1,0,0,59,0,0,8,0,156,1
15,0,0,0,0,3,0,0,16,4,4,22,0,196,1
16,0,0,0,0,1,0,0,88,1,3,27,0,261,1
17,2,4,0,0,3,0,1,46,4,3,167,2,125,0
5,0,1,0,1,1,0,0,11,0,2,18,0,59,0
4,0,0,0,0,0,0,0,15,0,0,12,0,59,1
2,0,0,0,0,0,0,0,9,0,0,10,0,31,0
16,0,0,0,0,1,0,0,35,8,1,8,0,242,0
1,0,0,0,0,0,0,0,12,0,0,0,0,25,1
2,0,0,0,0,1,0,0,8,0,0,0,0,37,0
10,0,2,0,0,0,0,0,19,0,5,44,0,106,0
6,1,5,1,2,1,0,0,7,1,0,94,0,29,1
6,0,3,0,1,1,0,0,14,2,0,57,0,41,1
9,1,5,1,3,4,1,3,15,2,0,103,1,50,1
1,0,1,1,1,0,0,0,0,1,0,18,0,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,0,0,0,0,0,0,0,5,0,0,10,0,10,1
1,0,0,0,0,0,0,0,1,0,0,1,0,11,0
7,3,3,5,6,0,0,0,1,0,0,75,1,10,0
8,3,5,5,7,1,1,1,2,18,0,113,1,12,1
10,1,4,2,6,1,0,1,5,3,0,91,1,38,1
8,6,7,5,7,4,3,3,3,4,0,177,2,12,1
6,4,5,3,5,1,1,1,3,0,0,118,2,10,1
10,3,5,3,4,3,0,1,20,4,0,139,2,43,1
7,4,6,4,5,0,0,0,3,1,0,136,1,14,1
2,0,0,1,1,0,0,0,4,3,0,24,0,9,1
16,3,5,2,4,0,0,0,43,15,2,150,2,123,1
10,0,2,0,0,0,0,0,9,0,3,63,0,72,0
1,0,0,0,0,1,0,0,20,0,0,8,0,26,0
7,0,0,0,0,1,0,0,42,0,1,17,0,107,0
19,0,0,0,0,2,0,0,63,9,1,30,0,263,1
20,0,1,0,1,2,0,0,50,23,3,60,0,232,1
6,0,1,0,1,3,0,1,26,1,1,46,0,52,0
6,0,1,0,0,1,0,0,7,8,1,27,0,36,0
1,0,0,0,0,0,0,0,9,0,0,1,0,19,0
18,0,0,0,0,5,0,0,55,6,2,28,0,271,0
17,0,0,0,0,2,0,0,14,15,3,5,0,207,0
1,0,0,0,0,1,0,0,0,0,0,0,0,21,1
9,0,0,0,0,1,0,0,27,0,1,1,0,199,0
7,0,0,0,0,1,0,0,7,0,1,2,0,102,1
13,0,1,0,0,1,0,0,40,8,2,36,0,218,1
9,0,0,0,0,4,0,0,16,0,0,3,0,130,0
15,1,6,1,1,1,0,0,36,2,1,155,1,91,1
14,1,2,0,0,1,1,1,58,0,1,102,1,166,1
15,1,2,0,1,1,0,0,20,4,1,79,1,123,0
16,2,5,2,6,3,0,0,18,10,1,129,2,61,0
16,0,1,1,1,0,0,0,18,10,0,88,0,104,0
4,0,0,0,0,2,0,0,15,0,1,14,0,42,1
4,0,0,0,0,3,0,0,9,0,0,16,0,47,0
2,0,0,0,0,0,0,0,6,3,0,2,0,32,0
19,0,1,0,0,2,0,0,25,34,0,55,0,168,0
1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
16,0,0,0,0,2,0,0,33,1,2,66,0,165,0
17,0,4,0,1,1,0,0,16,7,2,87,0,91,0
16,1,10,2,4,2,0,2,49,1,2,213,1,109,1
18,1,4,1,2,3,0,1,36,2,0,112,1,148,0
19,7,12,5,8,0,0,0,65,12,1,277,4,108,0
18,0,6,3,5,2,0,0,36,7,4,158,0,105,1
17,6,12,3,5,3,1,2,18,1,0,272,4,60,1
18,2,9,2,6,5,0,1,19,37,3,189,1,79,0
17,1,5,0,1,2,0,0,21,23,0,124,1,129,0
20,1,7,0,0,2,0,0,55,15,0,207,1,149,1
17,1,8,0,1,0,0,0,48,6,1,183,1,142,1
19,0,0,0,0,2,0,0,27,32,1,54,0,178,0
19,0,3,0,1,1,0,0,24,10,3,150,0,142,0
21,0,4,0,0,3,0,0,20,11,2,186,0,112,0
20,0,7,1,5,1,0,0,11,20,2,205,0,77,0
21,1,12,1,5,1,0,1,13,5,1,251,1,79,0
21,0,0,0,0,1,0,0,50,23,1,43,0,260,1
17,0,0,0,0,1,0,0,60,8,0,4,0,279,1
20,0,0,0,0,5,0,0,55,5,1,10,0,308,1
1,0,0,0,0,0,0,0,0,0,0,0,0,27,0
1,0,0,0,0,1,0,0,0,0,0,0,0,21,1
1,0,0,0,0,1,0,0,5,0,0,0,0,17,0
3,0,0,0,0,0,0,0,0,0,0,0,0,68,1
20,0,1,0,1,1,0,0,56,9,2,40,0,283,0
21,0,0,0,0,1,0,0,54,6,1,6,0,344,1
21,0,0,0,0,1,0,0,69,5,1,21,0,321,0
16,0,2,1,1,1,0,0,20,14,3,75,0,135,0
22,0,0,0,0,5,0,0,48,10,2,34,0,288,1
21,0,0,0,0,1,0,0,15,24,2,49,0,196,0
17,0,1,0,0,1,0,0,32,20,0,95,0,145,1
22,0,4,1,2,5,0,1,33,27,1,159,0,151,1
17,4,12,6,12,3,1,1,6,11,1,265,0,44,0
18,5,10,7,9,5,2,3,23,29,1,243,2,70,1
17,2,5,4,4,2,0,0,43,25,2,126,1,156,1
19,3,9,1,4,5,2,4,36,11,2,240,2,98,1
19,3,6,1,8,2,0,0,14,17,2,227,3,68,0
20,4,7,7,11,2,0,1,26,37,2,190,2,86,1
19,1,5,5,9,0,0,0,9,39,0,189,0,66,1
19,11,16,7,15,2,1,2,51,0,1,359,5,79,1
19,10,17,11,18,1,1,1,3,9,0,381,3,30,1
21,10,17,12,15,3,3,3,50,5,1,380,3,87,1
20,9,13,11,13,1,1,1,30,12,0,363,1,72,1
21,11,17,11,14,1,1,1,23,7,0,408,4,57,1
21,11,17,5,13,1,0,0,16,17,0,407,8,49,1
16,11,14,10,13,1,1,1,8,8,0,341,3,30,1
22,8,17,5,15,5,1,4,21,15,1,387,5,68,1
1,0,0,0,0,0,0,0,0,0,0,0,0,19,0
3,0,1,0,0,1,0,0,16,0,1,19,0,45,1
7,0,0,0,0,1,0,0,16,0,1,31,0,57,0
10,1,4,0,0,0,0,0,14,4,0,83,1,71,0
10,0,1,0,0,1,0,0,14,15,1,62,0,73,1
7,0,2,1,1,2,0,1,8,0,0,49,0,34,1
1,0,0,0,0,0,0,0,13,0,0,8,0,19,1
4,0,0,0,0,2,0,0,7,0,1,1,0,63,0
7,0,0,0,0,1,0,0,35,0,1,16,0,108,0
6,0,0,0,0,3,0,0,28,0,1,14,0,109,0
5,0,0,0,0,1,0,0,17,0,0,22,0,78,1
2,0,0,0,0,0,0,0,9,0,0,0,0,40,0
3,0,0,0,0,0,0,0,8,0,0,8,0,46,0
3,0,0,0,0,1,0,0,0,0,0,0,0,70,0
2,0,0,0,0,1,0,0,18,0,0,2,0,43,0
1,0,0,0,0,1,0,0,5,0,0,0,0,17,0
1,0,0,0,0,0,0,0,5,0,0,8,0,11,0
1,0,0,0,0,0,0,0,7,0,0,2,0,16,0
2,1,1,0,1,1,0,0,1,0,0,25,1,6,1
6,0,5,0,1,0,0,0,5,0,1,87,0,21,1
2,1,1,0,0,0,0,0,6,4,0,25,1,14,1
1,0,0,0,0,0,0,0,5,0,0,6,0,12,0
2,0,1,0,0,0,0,0,5,0,0,18,0,21,1
4,1,1,0,0,1,0,0,2,0,2,25,1,19,0
6,0,2,0,0,0,0,0,14,0,0,52,0,39,1
5,0,2,0,2,0,0,0,16,0,2,42,0,31,0
2,0,0,0,0,1,0,0,9,0,1,8,0,27,0
3,0,0,0,0,0,0,0,4,0,0,1,0,44,0
3,0,0,0,0,0,0,0,0,2,0,8,0,14,0
7,0,3,0,0,1,0,0,5,0,1,69,0,30,0
2,0,2,0,1,1,0,1,1,1,0,30,0,6,1
9,0,3,0,0,1,0,0,6,3,0,67,0,32,0
4,0,0,0,0,2,0,0,9,0,0,10,0,52,0
3,0,0,0,0,0,0,0,2,0,1,10,0,31,1
5,0,0,0,0,2,0,0,19,0,0,18,0,68,1
11,0,0,0,0,1,0,0,18,0,3,9,0,129,0
13,0,0,0,0,1,0,0,87,7,1,42,0,208,1
12,0,0,0,0,1,0,0,36,1,0,41,0,129,1
20,0,0,0,0,1,0,0,40,10,4,0,0,337,1
21,0,0,0,0,1,0,0,69,4,1,9,0,317,0
3,0,0,0,0,0,0,0,9,0,0,1,0,55,1
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,0,1,0,0,31,0
5,0,1,0,0,0,0,0,13,0,1,15,0,63,1
5,1,1,0,0,2,0,0,10,0,0,37,1,54,0
5,0,0,0,0,1,0,0,6,0,0,26,0,37,0
15,1,3,1,2,3,1,1,18,0,2,83,0,134,0
17,4,5,7,8,2,0,1,14,21,3,148,2,60,0
16,6,7,8,12,1,0,0,3,19,1,195,1,36,0
15,0,1,0,0,2,0,0,14,0,0,60,0,148,0
14,0,0,0,0,1,0,0,24,0,2,24,0,179,0
15,0,0,0,0,6,0,0,33,0,3,33,0,174,0
3,0,1,1,1,0,0,0,0,2,1,15,0,22,0
15,0,0,0,0,3,0,0,47,0,1,72,0,170,1
1,0,1,0,0,1,0,1,5,0,0,15,0,8,1
18,0,0,0,1,2,0,0,26,1,5,24,0,198,1
17,2,8,1,2,2,0,1,20,5,1,174,1,114,1
19,4,10,5,12,5,0,2,7,26,2,242,2,53,0
19,1,10,3,8,2,0,1,22,15,1,258,1,72,0
20,2,4,2,6,2,0,0,28,27,1,179,1,117,0
19,0,8,2,5,0,0,0,17,25,1,199,0,103,0
1,0,0,0,0,0,0,0,5,0,0,6,0,12,1
16,0,5,0,0,3,0,1,46,0,2,146,0,118,0
16,0,2,0,0,1,0,0,30,3,3,67,0,173,1
4,0,1,0,0,0,0,0,19,0,0,43,0,38,0
4,0,0,0,0,0,0,0,14,0,0,20,0,41,1
6,0,2,0,0,0,0,0,5,2,0,39,0,38,0
6,0,0,0,0,1,0,0,11,0,0,1,0,83,1
6,0,0,0,0,0,0,0,8,6,0,14,0,58,1
5,0,0,0,0,1,0,0,11,0,0,0,0,73,0
4,0,0,0,0,1,0,0,17,0,0,4,0,79,0
8,0,2,0,0,4,0,0,18,0,0,65,0,58,1
8,1,1,0,0,1,0,0,19,0,0,37,1,55,0
5,0,0,0,0,2,0,0,0,0,0,0,0,58,1
3,0,0,0,0,0,0,0,6,0,0,22,0,23,0
9,1,2,0,0,0,0,0,22,1,0,56,1,86,1
8,0,2,0,0,0,0,0,21,4,0,73,0,63,0
6,0,1,0,0,1,0,0,19,0,1,15,0,98,1
6,0,0,0,0,1,0,0,14,0,1,10,0,83,0
3,0,0,0,0,1,0,0,16,0,0,6,0,47,0
4,0,0,0,0,0,0,0,14,0,0,10,0,63,0
1,0,0,0,0,0,0,0,0,0,0,0,0,22,1
19,0,0,0,0,1,0,0,39,18,2,49,0,216,1
21,1,7,0,1,3,0,2,23,18,1,204,1,129,0
20,2,4,0,2,1,0,0,36,2,3,168,2,122,1
21,2,11,0,2,1,0,0,59,12,1,249,2,148,1
21,3,9,2,5,1,1,1,27,5,2,275,2,99,1
17,2,11,1,5,1,0,0,12,5,2,211,1,52,1
22,10,18,10,14,5,2,4,30,22,2,396,3,63,1
1,0,0,0,0,0,0,0,11,0,0,4,0,19,0
10,0,1,0,0,2,0,0,25,2,3,41,0,105,0
1,0,0,0,0,0,0,0,0,0,0,0,0,25,1
2,0,0,0,0,0,0,0,11,0,0,0,0,35,0
5,0,0,0,0,2,0,0,6,1,1,26,0,37,0
16,1,8,0,1,3,1,2,20,2,2,181,1,75,1
16,1,9,0,1,5,0,2,16,0,3,160,1,60,1
12,8,10,6,10,1,0,1,5,2,1,236,4,21,0
17,9,11,4,10,3,3,3,24,12,4,268,7,50,1
16,3,8,4,5,3,1,2,10,10,1,173,3,42,1
17,5,8,3,7,3,3,3,17,6,2,229,3,62,1
16,6,11,3,6,3,2,2,14,7,1,242,5,49,1
9,2,6,3,4,1,0,0,7,7,1,133,2,25,1
17,9,12,9,12,5,3,4,10,5,2,286,4,34,1
17,9,14,11,13,2,1,2,4,6,0,327,3,29,1
17,11,17,7,13,1,1,1,10,3,0,380,6,31,1
16,6,8,5,6,2,1,1,17,10,1,236,2,68,1
18,13,15,8,12,3,1,2,31,0,1,367,5,71,1
19,1,5,1,3,0,0,0,40,5,3,153,1,156,1
18,7,12,4,9,2,1,1,47,2,1,296,4,98,1
19,0,0,0,0,5,0,0,39,13,1,72,0,189,0
19,0,0,0,0,2,0,0,53,18,3,76,0,196,0
20,0,1,0,1,2,0,0,47,39,2,49,0,193,0
1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
22,0,0,0,0,5,0,0,36,10,2,0,0,386,1
15,0,0,0,0,4,0,0,102,0,2,14,0,350,0
15,0,0,0,0,3,0,0,67,0,1,67,0,200,0
