races,wins,podiums,poles,front_rows,wet_races,wet_wins,wet_podiums,gained_positions,lost_positions,collisions,points,wins_not_from_pole,starting_position,ahead
3,0,1,0,0,1,0,1,0,0,1,15,0,11,0
15,0,6,0,1,1,0,0,25,8,2,99,0,94,0
14,0,2,0,0,3,0,1,12,0,2,68,0,98,1
16,0,4,0,0,3,0,0,25,0,2,140,0,106,1
16,1,3,1,2,2,0,0,21,6,1,105,1,94,0
16,8,11,9,12,3,0,2,6,9,1,271,3,27,1
16,5,10,11,13,2,0,1,15,7,2,216,2,36,1
17,4,11,5,8,5,1,4,10,4,0,258,2,43,1
17,2,3,0,3,2,0,0,14,11,0,129,2,77,0
9,0,2,0,0,1,0,0,33,2,0,51,0,103,1
5,0,0,0,0,1,0,0,0,0,0,0,0,99,1
9,0,0,0,0,1,0,0,62,0,0,5,0,212,1
14,0,0,0,0,2,0,0,74,0,2,12,0,276,0
2,0,0,0,0,1,0,0,6,0,0,0,0,35,1
2,0,0,0,0,0,0,0,16,0,0,5,0,34,1
2,0,0,0,0,0,0,0,13,1,1,12,0,31,1
10,0,1,0,0,2,0,0,23,3,2,50,0,106,1
11,0,1,0,0,3,0,0,30,4,3,63,0,112,1
5,0,1,0,0,3,0,0,6,1,0,39,0,43,1
8,1,3,0,0,1,0,0,18,2,0,109,1,46,0
9,1,4,0,0,4,0,1,12,0,0,91,1,46,1
5,0,0,0,0,1,0,0,10,2,0,15,0,52,1
3,0,1,0,0,0,0,0,5,4,0,16,0,17,0
7,0,2,0,1,0,0,0,11,0,1,59,0,49,0
10,1,7,4,6,0,0,0,4,3,0,140,0,27,1
1,0,0,0,0,0,0,0,8,0,0,6,0,15,1
4,0,2,1,1,1,0,0,1,1,2,36,0,16,1
1,0,0,0,0,0,0,0,0,4,0,0,0,9,0
7,0,0,0,0,0,0,0,16,1,0,32,0,63,1
9,0,1,0,0,1,0,0,13,3,0,55,0,64,0
8,0,0,0,0,3,0,0,16,0,1,20,0,89,1
11,0,0,0,0,1,0,0,34,0,0,52,0,128,1
1,0,0,0,0,0,0,0,0,0,0,0,0,24,0
1,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1,0,0,0,0,0,0,0,4,0,0,1,0,14,0
2,0,0,0,0,0,0,0,5,0,0,0,0,26,1
1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
2,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,0,0,0,0,0,0,0,0,0,0,0,0,11,0
7,0,0,0,0,2,0,0,26,0,1,0,0,139,1
5,0,0,0,0,0,0,0,6,0,2,0,0,107,1
8,0,0,0,0,1,0,0,20,0,0,0,0,184,1
5,0,0,0,0,1,0,0,18,0,1,2,0,105,1
15,0,0,0,1,2,0,0,27,14,5,32,0,137,1
14,3,6,2,3,1,0,1,22,1,1,172,2,67,1
15,3,7,4,5,6,1,2,16,16,3,166,2,57,1
14,1,2,1,3,1,0,0,9,0,3,65,1,77,0
15,3,8,1,4,1,0,1,22,12,1,183,3,72,1
16,2,4,9,10,1,0,0,0,14,1,99,0,56,0
16,1,2,1,4,3,0,0,11,11,2,81,1,98,0
16,4,10,2,8,0,0,0,18,3,1,217,4,58,0
15,3,11,4,6,0,0,0,11,15,0,228,2,40,0
15,0,3,0,0,3,0,0,21,0,2,97,0,101,1
15,0,0,0,0,2,0,0,69,1,5,62,0,225,0
15,2,4,0,0,1,0,1,51,0,0,169,2,120,1
15,1,3,0,0,4,0,0,29,2,1,115,1,124,1
18,0,1,0,0,5,0,0,46,0,6,49,0,242,0
10,0,0,0,0,2,0,0,14,3,2,1,0,141,0
1,0,0,0,0,0,0,0,4,0,0,8,0,10,0
17,0,0,0,0,1,0,0,51,5,2,0,0,316,0
22,0,0,0,0,5,0,0,33,12,3,8,0,355,0
16,0,1,0,0,2,0,1,29,6,4,77,0,151,1
18,0,1,0,0,2,0,1,39,25,2,68,0,183,0
17,0,2,0,1,3,0,0,13,13,0,151,0,92,1
18,0,4,0,0,5,0,2,53,8,0,150,0,162,0
17,0,1,0,0,2,0,1,35,11,1,60,0,204,1
19,0,0,0,0,2,0,0,59,4,1,88,0,208,1
19,0,0,0,0,1,0,0,22,9,3,58,0,188,0
21,0,0,0,1,3,0,0,14,31,3,72,0,176,0
20,0,0,0,0,1,0,0,12,26,1,43,0,193,1
21,0,0,0,0,1,0,0,25,0,4,69,0,235,0
21,0,0,0,0,1,0,0,28,13,1,37,0,239,0
3,0,0,0,0,0,0,0,12,4,0,10,0,36,0
18,0,0,0,0,2,0,0,48,0,5,17,0,239,0
17,0,0,0,0,3,0,0,24,17,1,58,0,168,1
18,0,2,0,0,5,0,0,46,15,1,49,0,218,1
17,0,0,0,0,2,0,0,27,21,0,96,0,137,1
19,0,3,0,1,5,0,1,36,18,1,142,0,140,1
19,0,0,0,0,2,0,0,18,21,2,89,0,143,1
20,1,2,1,2,2,0,0,35,25,3,93,0,188,1
19,2,4,3,7,0,0,0,8,39,0,171,1,81,0
19,5,15,11,15,2,0,1,7,21,0,317,2,32,0
19,6,15,7,15,1,0,1,4,21,0,322,2,39,0
21,9,16,8,20,3,0,2,5,14,1,385,3,38,0
3,0,0,0,0,0,0,0,0,0,0,0,0,65,1
13,0,1,0,0,5,0,1,25,0,2,41,0,141,0
13,0,1,0,0,1,0,0,71,0,2,45,0,211,0
14,0,1,0,0,0,0,0,39,2,3,49,0,183,0
16,0,2,1,2,1,0,0,25,5,5,58,0,120,0
15,2,3,1,5,3,0,1,28,13,1,118,1,81,1
16,5,9,2,7,0,0,0,13,7,1,223,4,48,1
14,6,7,8,14,0,0,0,4,23,1,183,4,20,0
14,0,2,0,2,3,0,1,10,0,5,36,0,100,0
13,2,6,0,0,2,0,1,21,0,1,116,2,62,0
16,1,5,3,3,1,0,1,9,30,2,118,0,75,0
15,5,9,2,6,3,1,2,10,4,1,205,3,42,1
16,9,12,14,15,3,2,3,0,2,2,279,0,19,1
4,1,1,1,2,1,0,0,0,0,1,37,0,10,0
2,0,0,0,0,0,0,0,0,1,1,1,0,19,0
1,0,0,0,0,0,0,0,0,0,1,0,0,21,0
12,0,0,0,0,2,0,0,73,0,0,9,0,265,0
14,0,0,0,0,2,0,0,24,3,2,16,0,168,0
15,2,5,9,10,3,1,1,7,20,2,114,0,33,0
14,5,8,9,9,4,1,2,4,19,1,213,1,29,1
14,5,9,3,8,3,0,0,9,2,1,207,2,41,1
14,3,10,2,2,2,0,1,41,2,1,220,3,85,1
16,2,7,1,1,1,0,0,18,0,2,134,2,75,0
13,0,0,0,0,1,0,0,5,2,2,20,0,114,0
14,2,3,0,1,1,0,0,22,0,2,103,2,113,0
13,0,2,0,0,0,0,0,45,0,2,49,0,200,0
16,5,9,0,0,1,0,0,58,0,2,209,5,123,0
14,1,1,0,0,2,0,0,20,0,2,47,1,148,0
22,0,0,0,0,5,0,0,20,10,3,0,0,407,0
6,3,3,2,5,0,0,0,3,8,1,93,2,11,1
8,1,4,0,5,1,0,1,2,5,0,80,1,21,0
8,0,4,1,5,3,0,3,0,6,0,92,0,20,1
8,1,5,0,0,1,0,1,8,0,1,104,1,31,1
2,0,1,1,1,1,0,1,0,1,0,18,0,4,0
4,0,1,0,0,0,0,0,11,0,0,27,0,18,0
2,0,0,0,0,1,0,0,5,0,0,2,0,29,1
1,0,0,0,0,0,0,0,3,0,0,0,0,15,1
1,0,0,0,0,1,0,0,15,0,0,2,0,24,0
2,0,0,0,0,0,0,0,5,0,0,10,0,21,0
3,0,0,0,0,0,0,0,0,0,1,8,0,17,0
2,0,0,0,0,0,0,0,7,0,0,20,0,17,0
5,0,2,0,0,0,0,0,20,4,0,41,0,49,0
2,0,0,0,0,0,0,0,4,1,0,12,0,18,0
17,0,0,0,0,2,0,0,40,0,1,48,0,194,0
17,0,0,0,0,1,0,0,27,0,3,24,0,224,1
6,0,1,0,0,1,0,0,13,1,1,17,0,48,0
4,0,1,0,0,3,0,1,25,0,0,15,0,43,0
1,0,0,0,0,0,0,0,7,0,0,8,0,13,0
1,0,0,0,0,0,0,0,4,0,0,10,0,9,1
1,0,0,0,0,0,0,0,0,0,0,0,0,21,0
1,0,0,0,0,0,0,0,0,0,0,0,0,19,1
1,0,0,0,0,0,0,0,5,0,0,0,0,16,0
1,0,0,0,0,0,0,0,7,0,0,8,0,13,0
5,0,0,0,0,2,0,0,53,0,1,34,0,89,1
3,0,0,0,0,0,0,0,6,0,0,2,0,48,0
3,0,0,0,0,0,0,0,1,0,1,4,0,38,0
21,0,0,0,0,3,0,0,45,1,3,1,0,382,0
18,0,0,0,0,1,0,0,43,5,3,5,0,296,1
19,0,0,0,0,0,0,0,42,4,2,1,0,305,1
2,0,0,0,0,0,0,0,4,0,0,6,0,27,0
15,0,1,1,1,3,0,0,48,7,2,78,0,154,0
14,0,1,0,1,4,0,0,44,19,3,67,0,129,1
16,0,7,0,1,3,0,1,31,6,2,136,0,98,0
15,0,0,0,0,1,0,0,72,4,6,60,0,188,1
6,1,3,0,0,0,0,0,16,2,0,86,1,36,1
14,0,0,0,0,0,0,0,23,1,4,24,0,176,1
1,0,0,0,0,0,0,0,0,0,0,0,0,23,1
2,0,0,0,0,0,0,0,11,0,0,16,0,23,0
1,0,1,0,0,1,0,1,6,0,0,18,0,8,1
3,0,0,0,0,0,0,0,11,0,1,3,0,49,0
1,0,0,0,0,0,0,0,0,0,1,0,0,7,0
1,0,0,0,0,0,0,0,0,0,0,0,0,19,0
17,0,0,0,0,3,0,0,38,0,4,21,0,283,1
2,0,0,0,0,0,0,0,0,0,0,0,0,33,0
1,0,0,0,0,0,0,0,3,0,0,8,0,9,0
2,0,0,0,0,0,0,0,16,0,0,16,0,28,1
4,0,0,0,0,1,0,0,0,0,0,0,0,51,1
8,1,1,0,0,0,0,0,36,1,0,63,1,83,1
8,0,0,0,0,0,0,0,21,0,0,24,0,103,1
1,0,0,0,0,0,0,0,3,0,0,10,0,8,0
8,0,1,0,0,2,0,1,17,0,0,48,0,71,0
1,0,0,0,0,1,0,0,5,0,0,0,0,17,1
3,0,0,0,0,0,0,0,16,0,0,8,0,48,1
1,0,0,0,0,0,0,0,0,0,0,0,0,23,0
2,0,0,0,0,1,0,0,0,0,0,0,0,54,1
4,0,2,0,0,0,0,0,6,5,0,44,0,20,1
7,0,0,0,0,2,0,0,33,0,0,18,0,117,0
1,0,0,0,0,0,0,0,11,0,0,0,0,23,0
9,2,5,0,0,2,1,2,26,0,1,104,2,75,0
8,0,2,0,1,0,0,0,13,0,1,50,0,58,0
7,1,2,0,0,0,0,0,11,1,1,50,1,40,0
7,0,0,0,0,0,0,0,23,0,1,9,0,107,0
11,1,1,0,0,2,0,0,40,1,2,34,1,171,0
1,0,0,0,0,1,0,0,0,0,0,0,0,25,1
1,0,0,0,0,0,0,0,0,0,0,0,0,21,0
3,0,0,0,0,1,0,0,18,0,0,6,0,60,0
1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
1,0,0,0,0,0,0,0,0,0,0,0,0,19,0
9,0,4,1,2,1,0,0,20,17,0,91,0,51,0
14,2,4,0,2,2,2,2,25,3,1,139,2,97,1
1,0,0,0,0,0,0,0,4,0,0,2,0,13,0
2,0,1,0,0,0,0,0,27,0,0,21,0,37,0
4,0,0,0,0,1,0,0,0,1,1,2,0,56,0
2,0,0,0,0,1,0,0,10,0,0,1,0,33,0
1,0,0,0,0,0,0,0,10,0,0,0,0,21,0
4,0,2,0,0,0,0,0,13,0,0,38,0,35,0
7,0,3,0,0,0,0,0,14,0,1,71,0,46,1
9,1,2,1,2,1,0,1,17,13,1,70,0,68,0
7,2,6,5,5,2,0,2,5,12,0,118,1,14,1
6,0,3,0,0,1,0,0,18,0,0,48,0,61,0
6,0,0,0,0,2,0,0,3,0,0,0,0,89,0
9,0,0,0,0,0,0,0,19,0,1,22,0,120,0
2,0,0,0,0,0,0,0,0,0,0,0,0,33,1
2,0,0,0,0,1,0,0,0,0,0,0,0,46,0
1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1,0,0,0,0,0,0,0,7,0,0,4,0,15,1
1,0,0,0,0,0,0,0,0,0,0,0,0,7,1
5,0,1,0,0,1,0,1,6,0,0,38,0,30,0
6,1,3,0,1,2,0,1,3,1,1,76,1,22,0
1,0,0,0,0,0,0,0,7,0,0,8,0,13,1
3,0,1,0,0,0,0,0,15,0,0,34,0,29,0
2,0,0,0,0,1,0,0,0,0,0,0,0,20,1
5,0,0,0,0,0,0,0,17,0,0,0,0,85,1
21,0,0,0,0,1,0,0,45,14,2,29,0,289,1
21,0,1,0,0,1,0,0,38,27,1,93,0,210,1
17,1,1,0,0,1,0,0,42,14,1,75,1,174,1
22,0,1,0,1,5,0,0,11,32,1,113,0,160,1
1,0,0,0,0,1,0,0,0,0,1,0,0,23,1
2,0,0,0,0,0,0,0,0,0,1,0,0,31,1
10,0,2,0,0,0,0,0,19,2,1,57,0,89,1
4,0,0,0,0,1,0,0,24,0,0,6,0,68,0
6,0,0,0,0,3,0,0,18,0,1,28,0,73,0
16,0,2,0,0,3,0,1,31,12,2,67,0,140,0
17,0,3,0,0,5,0,1,32,3,4,105,0,144,1
5,0,0,0,0,0,0,0,5,0,0,12,0,52,1
2,0,1,0,0,0,0,0,1,0,0,15,0,16,1
1,0,0,0,0,0,0,0,0,1,0,6,0,6,0
1,0,0,0,0,1,0,0,0,0,0,0,0,14,1
2,0,1,0,0,0,0,0,6,0,0,15,0,21,1
10,0,0,0,0,2,0,0,36,0,0,46,0,125,1
8,0,0,0,0,2,0,0,6,2,1,1,0,120,1
1,0,0,0,0,0,0,0,0,0,0,0,0,22,0
1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
14,0,1,4,6,5,0,0,20,28,4,52,0,95,1
16,2,4,5,9,1,0,0,11,16,6,84,1,55,1
5,0,0,0,0,0,0,0,12,0,0,8,0,103,1
1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
4,0,0,0,0,1,0,0,7,3,1,20,0,39,0
12,0,0,0,0,2,0,0,20,0,1,6,0,192,1
17,0,0,0,0,5,0,0,51,1,5,36,0,242,0
2,0,0,0,0,1,0,0,12,0,1,6,0,28,1
7,0,0,0,0,1,0,0,26,0,0,11,0,138,0
9,0,0,0,0,1,0,0,22,2,3,12,0,129,0
15,1,3,0,3,1,1,1,22,7,3,68,1,100,1
14,1,2,1,2,1,0,0,8,8,1,49,1,94,0
16,0,1,0,0,0,0,0,10,9,0,31,0,147,1
16,0,0,0,0,3,0,0,21,7,1,56,0,159,1
16,2,8,4,7,4,0,2,17,8,2,176,0,57,0
16,1,9,1,11,3,0,2,4,8,3,177,1,40,0
15,0,2,0,0,4,0,0,23,9,3,88,0,111,0
1,0,0,0,0,1,0,0,3,0,0,1,0,13,1
2,0,0,0,0,0,0,0,20,0,0,20,0,30,0
3,0,1,0,1,1,0,0,9,0,0,34,0,23,0
7,0,3,0,2,2,0,1,8,15,0,62,0,32,0
9,0,2,0,1,1,0,0,8,6,2,43,0,66,0
10,0,5,0,0,2,0,0,22,0,0,118,0,66,1
10,0,2,0,0,0,0,0,44,3,0,96,0,96,0
5,0,0,0,0,1,0,0,3,1,1,22,0,35,1
12,0,0,0,0,2,0,0,16,4,2,0,0,238,1
1,0,0,0,0,0,0,0,6,0,0,1,0,16,0
5,0,1,0,0,1,0,0,6,8,0,19,0,44,1
16,0,0,0,0,3,0,0,17,16,1,102,0,110,0
18,1,7,1,3,5,0,2,28,13,2,184,1,105,1
17,0,1,0,0,2,0,0,23,21,1,47,0,182,0
19,0,3,0,1,5,0,2,26,6,2,136,0,132,1
21,0,0,0,0,1,0,0,40,6,0,1,0,393,0
2,0,0,0,0,0,0,0,4,0,0,0,0,33,0
1,0,0,0,0,0,0,0,9,0,0,0,0,23,0
5,0,1,0,0,2,0,1,12,0,0,17,0,71,1
1,0,0,0,0,0,0,0,8,0,0,0,0,21,0
8,0,0,0,0,4,0,0,41,0,0,32,0,113,0
3,0,1,0,0,0,0,0,10,0,0,24,0,32,0
14,0,0,0,0,3,0,0,35,0,2,49,0,147,0
1,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2,0,0,0,0,1,0,0,19,0,0,8,0,37,0
1,0,0,0,0,0,0,0,8,0,0,4,0,16,1
1,0,0,0,0,0,0,0,3,0,0,2,0,12,0
2,0,0,0,0,1,0,0,0,0,2,0,0,40,0
10,0,1,0,0,0,0,0,48,0,1,51,0,152,1
10,0,0,0,0,2,0,0,27,1,1,25,0,152,0
4,0,0,0,0,0,0,0,9,0,1,0,0,59,0
6,0,0,0,0,1,0,0,31,0,2,6,0,113,0
7,0,0,0,0,0,0,0,2,4,1,0,0,112,0
19,0,3,0,1,2,0,0,21,17,6,96,0,147,0
19,0,6,0,0,0,0,0,47,21,1,132,0,154,0
1,0,0,0,0,1,0,0,0,0,1,0,0,10,0
2,0,1,0,0,1,0,1,23,0,0,15,0,43,1
2,0,0,0,0,0,0,0,2,0,0,8,0,29,0
9,0,0,0,0,0,0,0,20,0,0,10,0,122,1
11,0,5,0,0,2,0,1,42,0,0,114,0,105,1
12,0,1,0,0,2,0,0,60,1,2,65,0,142,1
15,4,7,9,12,2,0,1,5,20,1,151,2,29,0
16,1,1,1,2,3,1,1,9,27,5,42,1,122,1
14,2,7,3,6,1,1,1,22,2,2,159,1,58,0
1,0,0,0,0,0,0,0,11,0,0,4,0,19,0
2,0,0,0,0,2,0,0,0,0,0,0,0,17,0
3,0,0,0,0,1,0,0,3,0,0,0,0,30,1
4,0,0,0,0,0,0,0,10,0,1,10,0,50,1
9,0,2,0,0,0,0,0,35,0,0,67,0,88,1
3,0,0,0,0,1,0,0,7,0,0,4,0,40,1
5,0,0,0,0,2,0,0,31,0,0,21,0,73,1
7,0,0,0,0,1,0,0,0,0,0,0,0,87,0
17,1,9,1,2,5,1,2,28,0,1,205,1,82,0
17,0,10,0,3,2,0,1,19,13,2,195,0,76,0
17,4,10,3,8,1,0,1,8,4,1,223,3,49,0
16,2,8,3,6,2,0,1,8,2,3,163,0,58,0
18,2,14,4,8,3,1,2,26,12,1,271,0,82,0
19,0,4,0,0,0,0,0,71,20,0,103,0,200,0
18,0,0,0,0,2,0,0,27,35,0,83,0,137,0
17,0,0,0,0,3,0,0,50,1,1,6,0,256,1
17,0,1,0,0,5,0,1,41,3,1,29,0,257,0
17,2,6,1,4,2,0,0,17,16,0,196,2,77,0
2,0,0,0,0,1,0,0,2,1,0,8,0,18,0
5,0,2,0,0,1,0,0,14,0,0,33,0,59,0
1,0,0,0,0,0,0,0,0,0,0,0,0,24,0
6,0,0,0,0,0,0,0,28,0,0,2,0,124,0
1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
1,0,0,0,0,0,0,0,11,0,0,0,0,23,1
16,0,0,0,0,0,0,0,62,0,2,51,0,242,0
14,0,0,0,0,3,0,0,23,2,3,33,0,156,0
12,0,0,0,0,1,0,0,67,0,3,27,0,235,1
10,0,0,0,0,1,0,0,19,0,4,2,0,177,0
8,0,0,0,0,2,0,0,17,4,1,16,0,115,1
18,1,1,1,1,5,1,1,38,6,3,93,0,198,1
17,4,8,4,8,2,1,1,21,18,3,206,1,75,0
19,5,10,10,14,5,0,0,6,32,1,256,2,37,1
19,11,17,15,18,2,0,2,2,7,0,392,2,24,1
20,5,10,6,8,2,0,0,49,33,0,281,2,101,1
19,13,16,9,15,0,0,0,11,4,0,397,5,39,1
19,0,4,0,3,2,0,1,53,13,0,163,0,149,0
19,3,13,1,3,1,0,1,46,8,1,278,2,101,1
21,0,7,0,0,3,0,0,36,2,3,212,0,127,1
20,5,13,4,14,1,0,0,24,10,1,317,4,63,1
21,5,12,5,10,1,0,0,15,19,1,320,3,60,1
21,1,9,2,7,1,0,1,31,44,1,238,1,89,1
17,0,1,0,0,1,0,1,27,5,1,33,0,205,0
22,0,1,0,0,5,0,0,38,24,2,48,0,259,0
18,0,0,0,0,5,0,0,28,27,3,14,0,246,0
21,0,0,0,0,1,0,0,40,10,1,1,0,339,0
1,0,0,0,0,0,0,0,5,0,0,6,0,12,0
5,0,0,0,0,1,0,0,18,0,0,28,0,54,0
17,0,0,0,0,1,0,0,43,10,0,14,0,238,0
20,0,3,0,0,2,0,1,81,10,4,66,0,244,0
19,0,0,0,0,0,0,0,42,26,0,49,0,209,0
19,0,1,0,0,2,0,0,53,4,4,53,0,229,0
19,0,1,0,0,1,0,0,35,7,0,78,0,195,1
21,0,2,0,0,3,0,1,40,15,0,101,0,205,1
20,0,0,0,0,1,0,0,44,23,0,100,0,177,1
21,0,1,0,0,1,0,0,48,27,0,62,0,233,0
21,0,0,0,0,1,0,0,72,6,1,52,0,277,1
15,1,2,0,0,1,0,1,28,27,0,125,1,111,1
22,1,5,0,1,5,0,1,49,36,2,189,1,154,0
2,0,0,0,0,1,0,0,12,0,0,10,0,36,1
7,0,0,0,0,0,0,0,19,0,1,14,0,105,0
3,0,0,0,0,2,0,0,0,0,0,0,0,73,1
2,0,0,0,0,0,0,0,4,0,0,0,0,42,1
3,0,0,0,0,0,0,0,13,1,0,12,0,53,0
16,0,5,0,0,0,0,0,61,0,1,127,0,159,0
6,0,1,0,0,2,0,0,6,7,0,16,0,28,0
7,1,3,1,3,1,0,1,7,18,0,75,0,31,0
9,2,4,1,2,3,1,2,22,0,0,93,2,64,1
7,2,2,1,3,0,0,0,4,7,1,64,2,15,0
10,4,5,3,5,0,0,0,12,0,0,118,3,40,1
8,2,3,4,5,0,0,0,5,0,0,68,0,20,1
6,2,3,5,5,1,1,1,0,5,0,77,0,9,1
9,2,2,1,1,3,1,1,2,0,0,66,1,44,1
1,0,0,0,0,0,0,0,2,0,0,1,0,12,1
20,0,0,0,0,1,0,0,44,10,2,13,0,292,1
21,0,0,0,0,1,0,0,74,5,0,12,0,333,0
1,0,0,0,0,0,0,0,7,0,0,8,0,13,1
18,0,1,0,1,3,0,0,18,19,1,89,0,148,0
14,0,0,0,0,0,0,0,32,32,1,7,0,162,0
13,0,0,0,0,2,0,0,53,0,0,4,0,283,1
12,0,1,0,0,0,0,0,34,0,1,39,0,140,1
10,0,0,0,0,0,0,0,49,0,0,16,0,170,1
2,0,0,0,0,1,0,0,17,0,0,1,0,56,1
10,0,1,0,0,2,0,0,29,5,0,26,0,136,1
12,0,0,0,0,2,0,0,22,17,2,20,0,169,1
1,0,0,0,0,0,0,0,0,0,0,0,0,22,0
3,0,0,0,0,0,0,0,0,0,1,0,0,36,1
10,0,0,0,0,3,0,0,28,2,4,26,0,130,1
1,0,0,0,0,0,0,0,0,0,1,0,0,9,1
8,2,4,2,3,0,0,0,4,0,0,85,0,47,1
7,0,0,0,1,1,0,0,11,1,1,32,0,59,0
8,0,1,0,0,2,0,0,11,15,0,29,0,68,1
2,0,0,0,0,2,0,0,22,0,0,0,0,46,1
3,0,0,0,0,0,0,0,25,0,0,20,0,58,0
1,0,0,0,0,0,0,0,7,0,0,0,0,22,1
1,0,0,0,0,0,0,0,6,0,0,4,0,14,1
2,0,0,0,0,2,0,0,5,0,0,0,0,47,1
1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1,0,0,0,0,0,0,0,11,0,0,1,0,21,1
5,0,0,0,0,1,0,0,0,0,0,18,0,52,0
7,0,0,0,0,1,0,0,15,0,0,38,0,79,0
2,0,0,0,0,1,0,0,5,0,0,4,0,34,0
1,0,0,0,0,1,0,0,12,0,0,6,0,19,1
1,0,0,0,0,0,0,0,1,0,0,0,0,14,0
9,0,1,0,0,1,0,0,14,4,2,26,0,108,0
9,0,0,0,0,2,0,0,13,6,0,17,0,92,1
1,0,0,0,0,0,0,0,8,0,0,1,0,18,0
1,0,0,0,0,0,0,0,3,0,0,4,0,11,0
3,0,1,0,0,2,0,0,17,0,0,23,0,36,0
2,0,1,0,0,0,0,0,8,0,0,23,0,17,0
3,0,0,0,0,1,0,0,0,0,0,0,0,44,1
19,0,0,0,0,0,0,0,37,16,1,4,0,283,0
19,0,6,0,2,2,0,0,35,30,0,171,0,118,1
18,0,2,0,0,1,0,0,17,33,1,136,0,115,0
21,0,1,0,1,3,0,0,24,33,0,85,0,174,1
20,3,13,4,5,1,0,1,19,11,0,305,1,67,0
21,0,8,2,9,1,0,1,23,27,0,247,0,85,0
21,4,15,5,9,1,0,0,30,10,1,324,2,78,0
17,2,11,5,14,1,0,0,4,35,0,221,1,39,0
22,1,11,4,6,5,1,1,36,22,2,216,0,123,0
1,0,0,0,0,0,0,0,0,0,0,0,0,26,0
5,0,0,0,0,0,0,0,24,0,1,25,0,58,1
1,0,0,0,0,0,0,0,0,0,0,0,0,16,1
19,0,0,0,0,5,0,0,49,19,3,27,0,269,0
17,0,0,0,0,3,0,0,21,1,4,10,0,266,1
17,0,0,0,0,2,0,0,33,3,1,0,0,379,0
11,0,0,0,0,1,0,0,72,0,2,13,0,212,1
1,0,0,0,0,0,0,0,0,0,1,0,0,14,1
1,0,0,0,0,0,0,0,12,0,0,10,0,17,1
3,0,1,0,0,0,0,0,0,0,0,15,0,20,0
3,0,0,0,0,1,0,0,0,0,1,0,0,52,0
3,0,0,0,0,0,0,0,6,3,1,18,0,20,0
3,0,0,0,0,1,0,0,0,0,1,0,0,17,0
10,0,0,0,0,2,0,0,49,0,0,18,0,164,1
3,0,0,0,0,0,0,0,0,0,1,0,0,54,1
1,0,0,0,0,0,0,0,4,0,0,2,0,13,1
3,0,0,0,0,2,0,0,5,0,1,0,0,73,1
3,0,1,0,0,0,0,0,12,0,0,29,0,28,1
6,0,1,0,0,0,0,0,20,0,1,37,0,60,0
2,0,0,0,0,0,0,0,0,0,1,8,0,18,1
9,0,0,0,0,1,0,0,24,5,0,56,0,82,1
7,2,4,1,4,2,1,2,9,0,2,98,2,22,0
22,0,0,0,0,5,0,0,42,27,1,32,0,288,0
