races,wins,podiums,poles,front_rows,wet_races,wet_wins,wet_podiums,gained_positions,lost_positions,collisions,points,wins_not_from_pole,starting_position,champion
4,0,0,0,0,1,0,0,51,0,0,16,0,89,0
10,0,0,0,0,1,0,0,60,0,1,14,0,201,0
14,0,0,0,0,4,0,0,112,0,2,44,0,272,0
15,0,0,0,0,1,0,0,70,0,1,42,0,244,0
1,0,0,0,0,0,0,0,0,0,0,0,0,23,0
18,0,0,0,0,3,0,0,28,3,3,12,0,246,0
15,0,0,0,0,0,0,0,27,10,1,36,0,165,0
15,0,0,0,0,1,0,0,11,1,3,8,0,191,0
3,0,0,0,0,0,0,0,5,0,0,0,0,69,0
19,0,0,0,0,0,0,0,45,3,0,10,0,326,0
17,0,0,0,0,2,0,0,42,0,3,1,0,303,0
9,0,0,0,0,0,0,0,31,0,1,0,0,190,0
1,0,0,0,0,0,0,0,6,0,0,0,0,21,0
3,0,0,0,0,0,0,0,8,0,0,1,0,54,0
1,0,0,0,0,0,0,0,0,1,0,0,0,19,0
1,0,0,0,0,0,0,0,0,7,0,0,0,11,0
3,0,0,0,0,0,0,0,0,43,0,2,0,18,0
1,0,0,0,0,0,0,0,0,7,0,0,0,5,0
1,0,0,0,0,0,0,0,0,6,0,0,0,9,0
1,0,0,0,0,0,0,0,13,0,0,0,0,25,0
1,0,0,0,0,0,0,0,11,0,0,0,0,25,0
1,0,0,0,0,0,0,0,5,0,1,0,0,29,0
1,0,0,0,0,0,0,0,1,0,1,0,0,29,0
8,1,4,1,2,0,0,0,7,8,0,103,1,30,0
11,0,3,1,3,2,0,1,2,2,3,53,0,61,0
10,0,2,0,3,2,0,1,14,12,3,59,0,47,0
14,0,0,1,1,1,0,0,27,12,2,41,0,138,0
15,1,7,1,5,3,1,3,19,8,0,173,1,69,0
14,1,3,0,3,4,0,1,14,20,1,95,1,83,0
15,1,4,1,3,3,0,1,30,25,1,119,0,94,0
15,0,0,0,0,2,0,0,45,0,5,42,0,193,0
12,0,0,0,0,1,0,0,42,0,0,21,0,223,0
15,1,5,0,0,2,0,0,50,0,2,112,1,151,0
4,0,0,0,0,0,0,0,11,0,0,2,0,70,0
4,0,0,0,0,2,0,0,0,0,1,0,0,56,0
1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1,0,0,0,0,0,0,0,0,0,0,0,0,25,0
9,0,0,0,0,0,0,0,49,0,0,36,0,130,0
5,0,0,0,0,0,0,0,9,0,1,12,0,63,0
1,0,1,0,0,0,0,0,5,0,0,18,0,7,0
1,0,0,0,0,0,0,0,6,0,0,4,0,14,0
1,0,0,0,0,0,0,0,0,10,0,0,0,18,0
1,0,0,0,0,0,0,0,0,0,0,2,0,9,0
1,0,0,0,0,0,0,0,20,0,0,1,0,30,0
2,0,0,0,0,0,0,0,7,0,0,0,0,35,0
1,0,0,0,0,0,0,0,0,0,0,0,0,26,0
1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
4,0,0,0,0,1,0,0,0,5,0,21,0,21,0
9,0,0,0,0,0,0,0,30,0,1,1,0,223,0
3,0,0,0,0,1,0,0,4,0,0,6,0,42,0
16,0,0,0,0,2,0,0,29,7,1,34,0,180,0
11,0,0,0,0,1,0,0,11,7,2,11,0,128,0
3,0,0,0,0,0,0,0,8,0,1,6,0,50,0
1,0,0,0,0,0,0,0,8,0,0,0,0,22,0
2,0,0,0,0,0,0,0,24,0,0,0,0,51,0
16,3,10,2,12,5,0,2,7,17,1,204,3,39,0
16,6,11,2,7,1,1,1,11,8,2,252,5,43,0
17,4,9,7,12,3,0,1,11,4,5,196,2,42,0
16,8,10,9,16,3,1,1,4,7,2,258,4,23,1
17,0,1,0,0,3,0,0,33,12,2,42,0,209,0
15,1,1,0,0,3,1,1,34,3,1,90,1,132,0
16,0,0,0,0,2,0,0,12,3,5,49,0,156,0
4,0,2,0,0,0,0,0,4,0,0,45,0,25,0
7,0,0,0,1,1,0,0,0,4,1,1,0,49,0
8,0,3,0,0,2,0,0,36,4,0,85,0,73,0
7,1,2,1,1,1,0,1,5,12,1,52,1,37,0
10,0,3,0,2,2,0,1,13,14,0,69,0,58,0
10,2,2,2,5,0,0,0,2,30,0,60,2,26,0
9,0,5,0,1,1,0,0,17,5,0,90,0,55,0
8,0,0,0,0,3,0,0,14,0,0,26,0,86,0
11,1,2,0,2,1,0,1,3,0,0,40,1,50,0
9,0,0,0,0,2,0,0,4,0,0,14,0,84,0
3,0,0,0,0,0,0,0,11,0,0,8,0,47,0
11,0,0,0,0,1,0,0,28,0,0,0,0,248,0
20,0,0,0,0,2,0,0,62,12,0,10,0,294,0
19,0,0,0,0,0,0,0,14,44,2,20,0,200,0
19,3,8,0,2,2,1,1,49,7,0,226,3,118,0
19,0,2,0,1,1,0,0,32,34,0,92,0,154,0
21,1,8,1,4,3,0,1,14,24,0,256,1,82,0
20,1,9,0,0,1,0,1,58,1,1,200,1,155,0
21,2,2,2,2,1,0,0,53,0,2,170,1,171,0
21,0,0,0,0,1,0,0,27,24,2,54,0,223,0
17,0,2,0,0,1,0,0,26,15,0,117,0,129,0
22,1,1,0,1,5,0,0,41,9,0,119,1,213,0
19,0,0,0,0,2,0,0,26,20,0,8,0,212,0
19,0,1,0,0,1,0,0,47,11,1,95,0,184,0
21,0,1,0,0,3,0,0,34,13,1,25,0,288,0
15,0,0,0,0,1,0,0,23,15,2,5,0,184,0
21,0,1,0,0,1,0,1,66,6,2,37,0,281,0
17,0,0,0,0,1,0,0,33,14,1,32,0,208,0
1,0,0,0,0,0,0,0,0,1,0,0,0,29,0
2,0,0,0,0,1,0,0,15,0,1,6,0,48,0
2,0,0,0,0,0,0,0,0,0,0,0,0,44,0
13,0,0,0,0,1,0,0,67,0,1,20,0,266,0
1,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
1,0,0,0,0,0,0,0,1,0,0,0,0,13,0
2,0,0,0,0,0,0,0,0,0,0,0,0,25,0
3,0,0,0,0,0,0,0,0,0,0,0,0,67,0
1,0,0,0,0,0,0,0,0,0,1,0,0,13,0
1,0,0,0,0,0,0,0,1,0,0,0,0,20,0
1,0,0,0,0,0,0,0,6,0,0,0,0,20,0
6,0,0,0,0,1,0,0,0,0,0,0,0,158,0
1,0,0,0,0,1,0,0,5,0,1,0,0,23,0
1,0,0,0,0,1,0,0,0,0,1,0,0,22,0
10,0,0,0,0,2,0,0,28,2,0,3,0,198,0
8,0,0,0,0,0,0,0,9,0,1,0,0,188,0
16,0,0,0,0,1,0,0,73,0,2,1,0,387,0
8,0,1,0,0,0,0,0,6,1,1,58,0,45,0
17,1,8,5,7,3,0,1,2,4,4,154,0,45,0
16,0,2,0,0,3,0,1,21,5,4,83,0,132,0
17,2,4,0,0,3,0,0,27,5,4,120,2,129,0
16,1,9,3,10,3,0,0,14,13,1,185,0,50,0
16,2,6,0,6,2,0,0,5,7,1,148,2,44,0
16,3,11,2,8,5,0,3,10,13,1,232,3,44,0
17,2,10,2,3,2,1,2,36,9,0,211,2,81,0
17,1,6,0,1,1,0,0,28,4,1,158,1,100,0
16,1,3,0,1,2,0,0,49,9,1,126,1,136,0
18,0,0,0,0,3,0,0,23,8,2,71,0,169,0
19,0,0,0,0,0,0,0,40,7,3,69,0,209,0
18,0,1,0,0,2,0,0,54,2,1,44,0,255,0
17,0,0,0,0,3,0,0,34,5,3,39,0,227,0
18,0,1,0,0,5,0,0,36,9,5,28,0,231,0
2,0,0,0,0,0,0,0,7,0,0,2,0,34,0
3,0,0,0,0,1,0,0,21,0,0,7,0,48,0
1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
1,0,0,0,0,0,0,0,12,0,0,1,0,22,0
2,0,0,0,0,0,0,0,24,0,0,8,0,40,0
2,0,0,0,0,0,0,0,0,0,0,0,0,42,0
1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
1,0,0,0,0,0,0,0,0,0,0,0,0,22,0
1,0,0,0,0,0,0,0,0,0,0,0,0,22,0
1,0,0,0,0,0,0,0,11,0,0,0,0,23,0
1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
1,0,0,0,0,0,0,0,5,0,0,0,0,19,0
4,0,0,0,0,0,0,0,22,0,0,2,0,90,0
3,0,0,0,0,1,0,0,12,0,1,0,0,60,0
1,0,0,0,0,0,0,0,17,0,0,0,0,32,0
1,0,0,0,0,0,0,0,0,0,0,0,0,33,0
2,0,0,0,0,0,0,0,11,0,0,12,0,27,0
6,0,0,0,0,0,0,0,4,0,0,26,0,56,0
9,0,4,0,2,3,0,1,16,0,1,63,0,70,0
11,2,8,0,2,1,0,1,21,2,0,161,2,60,1
12,2,3,0,0,3,0,0,32,1,1,116,2,82,0
11,1,2,0,3,0,0,0,16,11,0,82,1,53,0
11,0,4,0,1,0,0,0,42,1,0,105,0,99,0
10,0,0,0,0,2,0,0,15,0,1,42,0,83,0
12,1,7,0,3,2,0,0,19,14,0,137,1,61,0
15,1,3,1,4,2,0,1,14,46,0,117,1,68,0
15,1,2,0,0,3,0,0,63,1,2,91,1,180,0
2,0,0,0,0,0,0,0,0,0,0,0,0,23,0
1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
2,0,0,0,0,0,0,0,7,0,0,8,0,28,0
1,0,0,0,0,0,0,0,0,0,0,0,0,23,0
2,0,0,0,0,0,0,0,0,0,0,0,0,54,0
1,0,0,0,0,1,0,0,14,0,0,0,0,25,0
6,0,0,0,0,1,0,0,28,0,0,13,0,102,0
6,0,0,0,0,1,0,0,26,0,1,4,0,121,0
14,0,0,0,0,1,0,0,63,0,3,31,0,247,0
8,0,0,0,0,3,0,0,36,0,0,10,0,157,0
15,0,0,0,0,1,0,0,49,2,5,60,0,207,0
1,0,0,0,0,0,0,0,0,0,0,0,0,22,0
10,0,0,0,0,0,0,0,4,1,2,1,0,152,0
15,0,0,0,0,1,0,0,39,3,3,52,0,159,0
15,0,4,0,0,0,0,0,12,4,3,78,0,87,0
15,0,0,0,0,3,0,0,27,1,1,42,0,165,0
10,0,0,0,0,0,0,0,24,0,2,13,0,133,0
16,0,0,0,0,0,0,0,17,1,2,20,0,181,0
16,0,0,0,0,3,0,0,49,0,3,90,0,167,0
15,0,0,0,0,3,0,0,61,1,3,49,0,212,0
16,0,0,0,0,1,0,0,35,0,1,29,0,235,0
15,0,0,0,0,5,0,0,45,19,4,29,0,198,0
1,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1,0,0,0,0,0,0,0,0,0,0,0,0,24,0
1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
1,0,0,0,0,1,0,0,0,14,0,0,0,18,0
1,0,0,0,0,0,0,0,0,1,0,10,0,4,0
1,0,0,1,1,0,0,0,0,26,1,0,0,1,0
1,0,0,0,0,0,0,0,0,16,0,0,0,4,0
1,0,0,0,0,0,0,0,0,27,0,0,0,4,0
16,0,0,0,0,1,0,0,90,0,4,52,0,269,0
15,0,2,0,0,2,0,1,35,1,2,70,0,151,0
14,1,5,2,4,1,0,0,18,2,3,116,1,77,0
15,0,0,0,0,6,0,0,35,8,2,50,0,160,0
10,2,6,1,1,1,0,1,14,20,1,126,2,48,0
1,0,0,0,0,0,0,0,16,0,0,2,0,25,0
2,0,0,0,0,0,0,0,7,0,0,0,0,52,0
5,0,0,0,0,0,0,0,18,0,0,2,0,111,0
1,0,0,0,0,1,0,0,6,0,0,0,0,17,0
1,0,0,0,0,0,0,0,0,14,0,0,0,10,0
1,0,0,0,0,0,0,0,4,0,0,12,0,8,0
1,0,0,0,0,0,0,0,8,0,1,0,0,27,0
1,0,0,0,0,0,0,0,0,12,1,0,0,15,0
1,0,0,0,0,0,0,0,0,1,0,6,0,6,0
1,0,0,0,0,0,0,0,6,0,0,0,0,21,0
1,0,1,0,0,0,0,0,23,0,0,15,0,26,0
1,0,0,0,0,0,0,0,4,0,0,0,0,21,0
1,0,0,0,0,0,0,0,6,0,0,6,0,13,0
1,0,0,0,0,0,0,0,3,0,0,0,0,25,0
1,0,0,0,0,0,0,0,0,11,0,0,0,11,0
1,0,1,0,0,0,0,0,4,0,0,18,0,6,0
1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
1,0,0,0,0,0,0,0,7,0,0,0,0,18,0
1,0,0,0,0,1,0,0,0,0,0,0,0,14,0
1,0,0,0,0,1,0,0,1,0,0,0,0,13,0
1,0,0,0,0,0,0,0,0,4,0,4,0,4,0
1,0,0,0,0,0,0,0,2,0,0,12,0,6,0
2,0,1,0,0,0,0,0,6,15,0,15,0,18,0
2,0,0,0,0,0,0,0,7,4,0,12,0,22,0
1,0,0,0,0,0,0,0,7,0,0,0,0,18,0
1,0,0,0,0,0,0,0,5,0,0,6,0,12,0
1,0,0,0,0,0,0,0,15,0,0,0,0,27,0
1,0,0,0,0,1,0,0,0,26,0,0,0,7,0
1,0,0,0,0,0,0,0,8,0,0,0,0,32,0
1,0,0,0,0,0,0,0,0,6,0,0,0,10,0
1,0,0,0,0,0,0,0,16,0,0,0,0,33,0
1,0,0,1,1,0,0,0,0,9,0,1,0,1,0
1,0,0,0,0,0,0,0,0,21,0,0,0,4,0
1,0,0,0,0,0,0,0,15,0,1,0,0,26,0
2,0,0,0,0,0,0,0,0,1,0,0,0,31,0
2,0,0,0,0,1,0,0,3,0,0,6,0,21,0
1,0,0,0,0,1,0,0,0,0,0,0,0,17,0
1,0,0,0,0,0,0,0,13,0,0,0,0,31,0
1,0,0,0,0,0,0,0,0,1,0,0,0,29,0
1,0,0,0,0,0,0,0,0,9,0,0,0,14,0
1,0,0,0,0,0,0,0,0,22,0,0,0,7,0
1,0,0,0,1,0,0,0,0,26,1,0,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,25,0
14,0,0,0,0,1,0,0,5,0,1,0,0,290,0
14,0,0,0,0,6,0,0,55,0,2,50,0,229,0
14,0,3,0,0,1,0,0,32,0,1,57,0,218,0
15,0,4,0,1,1,0,0,25,4,0,84,0,115,0
14,0,0,0,0,0,0,0,13,3,1,18,0,184,0
16,0,0,0,0,3,0,0,14,8,1,3,0,244,0
1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
16,0,0,0,0,0,0,0,32,0,0,50,0,186,0
16,0,1,0,0,3,0,0,28,0,0,48,0,208,0
14,0,1,0,0,3,0,0,114,0,4,49,0,306,0
2,0,0,0,0,1,0,0,2,0,1,8,0,27,0
13,0,0,0,0,1,0,0,20,9,5,36,0,120,0
17,0,1,0,0,3,0,0,11,16,1,54,0,129,0
16,0,1,0,0,3,0,0,11,0,4,59,0,126,0
17,0,5,0,0,3,0,2,36,7,5,95,0,159,0
16,0,8,0,1,3,0,2,28,6,2,173,0,87,0
16,4,9,0,3,2,0,0,36,3,0,237,4,86,0
16,0,0,0,0,5,0,0,24,14,4,42,0,155,0
16,0,1,0,0,2,0,0,30,0,3,39,0,201,0
17,0,1,0,0,1,0,0,45,0,1,46,0,262,0
1,0,0,0,0,0,0,0,8,0,0,0,0,24,0
1,0,0,0,0,0,0,0,18,0,0,6,0,25,0
1,0,0,0,0,0,0,0,0,6,0,0,0,16,0
1,0,0,0,0,0,0,0,19,0,0,0,0,32,0
1,0,0,0,0,0,0,0,17,0,0,0,0,32,0
1,0,0,0,0,0,0,0,0,5,0,0,0,20,0
1,0,0,0,0,0,0,0,17,0,0,2,0,26,0
1,0,0,0,0,0,0,0,0,0,0,4,0,8,0
1,0,0,0,0,0,0,0,1,0,0,8,0,7,0
1,0,0,0,0,0,0,0,0,0,0,0,0,22,0
1,0,0,0,0,0,0,0,10,0,0,0,0,24,0
1,0,0,0,0,0,0,0,9,0,0,0,0,22,0
1,0,0,0,0,0,0,0,0,9,0,0,0,13,0
1,0,0,0,0,0,0,0,0,9,0,0,0,14,0
1,0,0,0,0,0,0,0,0,6,1,0,0,26,0
1,0,0,0,0,0,0,0,3,0,1,0,0,29,0
1,0,0,0,1,0,0,0,0,21,0,0,0,2,0
1,0,0,0,0,0,0,0,0,4,0,0,0,18,0
1,0,0,0,1,0,0,0,0,15,1,0,0,2,0
1,0,0,1,1,0,0,0,0,20,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,24,0
1,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1,0,0,0,0,0,0,0,7,0,0,8,0,13,0
1,0,0,0,0,0,0,0,5,0,0,6,0,12,0
1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
3,0,0,0,0,0,0,0,12,0,0,0,0,76,0
1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
2,0,0,0,0,0,0,0,0,0,0,0,0,28,0
1,0,0,0,0,1,0,0,10,0,0,10,0,15,0
2,0,0,0,0,0,0,0,0,0,0,0,0,31,0
1,0,0,0,0,0,0,0,5,0,0,8,0,11,0
14,0,0,0,0,2,0,0,64,0,2,24,0,285,0
14,0,1,0,0,1,0,0,34,7,5,54,0,166,0
14,0,0,0,0,5,0,0,46,0,1,88,0,158,0
15,1,1,0,0,1,0,0,59,0,3,93,1,193,0
13,0,0,1,1,1,0,0,7,0,2,12,0,104,0
16,0,4,1,4,1,0,0,17,8,0,145,0,90,0
15,1,3,1,1,3,0,1,25,4,0,135,1,98,0
4,0,0,0,0,0,0,0,6,0,0,4,0,68,0
9,0,0,0,0,4,0,0,28,0,3,8,0,208,0
13,0,0,0,0,1,0,0,51,0,5,14,0,276,0
2,0,0,0,0,0,0,0,12,0,0,0,0,51,0
1,0,0,0,0,0,0,0,0,24,1,0,0,9,0
5,0,0,0,0,1,0,0,34,0,0,0,0,117,0
1,0,0,0,0,0,0,0,0,0,0,0,0,23,0
9,0,0,0,0,2,0,0,58,0,3,17,0,158,0
11,0,0,0,0,1,0,0,11,2,3,1,0,202,0
13,0,0,0,0,3,0,0,53,6,1,23,0,182,0
5,1,1,0,0,0,0,0,25,0,0,41,1,71,0
10,0,3,0,1,1,0,0,40,3,0,68,0,94,0
12,5,8,3,4,2,1,2,15,9,0,176,3,46,1
15,3,8,1,4,2,0,1,30,22,1,175,3,82,0
15,3,7,2,2,3,1,2,31,9,0,182,1,76,1
13,2,6,0,2,4,1,2,28,6,0,146,2,85,0
15,0,0,0,0,3,0,0,48,8,2,26,0,260,0
14,0,0,0,0,2,0,0,72,1,0,47,0,240,0
16,0,1,0,0,1,0,0,64,0,2,82,0,202,0
15,0,0,0,0,2,0,0,67,2,0,24,0,273,0
14,0,1,0,0,1,0,0,80,0,1,27,0,279,0
2,0,0,0,0,0,0,0,19,0,1,0,0,49,0
17,0,0,0,0,2,0,0,55,0,3,7,0,315,0
10,0,0,0,0,1,0,0,14,0,1,1,0,172,0
1,0,0,0,0,1,0,0,0,0,0,0,0,16,0
1,0,0,0,0,0,0,0,0,0,0,0,0,26,0
2,0,0,0,0,0,0,0,4,0,0,0,0,28,0
16,0,0,0,0,1,0,0,58,0,0,40,0,249,0
12,0,0,0,0,2,0,0,24,0,0,10,0,239,0
14,0,1,0,0,0,0,0,91,0,2,29,0,261,0
4,0,0,0,0,1,0,0,19,2,0,6,0,67,0
1,0,0,0,0,1,0,0,0,0,0,0,0,25,0
1,0,0,0,0,0,0,0,4,0,0,10,0,9,0
1,0,0,0,0,1,0,0,12,0,0,2,0,21,0
3,0,0,0,0,1,0,0,18,0,1,1,0,59,0
13,0,0,0,0,4,0,0,85,0,0,7,0,294,0
14,0,0,0,0,2,0,0,64,0,2,41,0,195,0
14,0,0,0,0,5,0,0,59,7,0,17,0,237,0
15,0,0,0,0,1,0,0,84,0,0,29,0,295,0
1,0,0,0,0,0,0,0,12,0,0,4,0,20,0
1,0,0,0,0,0,0,0,4,0,0,0,0,20,0
1,0,0,0,0,0,0,0,3,0,0,1,0,13,0
1,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1,0,0,0,0,0,0,0,17,0,0,0,0,29,0
1,0,0,0,0,0,0,0,17,0,0,0,0,32,0
1,0,0,0,0,0,0,0,0,0,0,0,0,31,0
1,0,0,0,0,0,0,0,0,0,0,0,0,33,0
19,0,0,0,0,0,0,0,61,10,1,6,0,310,0
19,0,0,0,0,2,0,0,27,16,2,0,0,298,0
21,0,0,0,0,3,0,0,21,20,1,0,0,293,0
9,0,0,0,0,1,0,0,33,2,0,0,0,184,0
20,0,0,0,0,1,0,0,38,9,1,87,0,190,0
21,0,0,0,0,1,0,0,30,9,3,49,0,213,0
17,0,1,0,0,1,0,0,35,6,0,62,0,171,0
22,1,1,0,0,5,1,1,35,14,1,77,1,235,0
16,0,0,0,0,3,0,0,31,0,5,4,0,323,0
1,0,0,0,0,0,0,0,0,0,0,0,0,21,0
2,0,0,0,0,0,0,0,5,0,0,10,0,23,0
1,0,0,0,0,0,0,0,6,0,0,4,0,14,0
2,0,0,0,0,0,0,0,0,0,1,0,0,16,0
7,0,2,1,1,1,0,0,13,0,1,51,0,54,0
10,0,1,0,2,1,0,0,0,2,1,19,0,27,0
1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
7,0,0,0,0,3,0,0,47,0,2,16,0,166,0
2,0,0,0,0,0,0,0,7,0,0,10,0,23,0
4,0,1,0,0,0,0,0,10,0,0,37,0,32,0
2,0,0,0,0,0,0,0,8,0,0,10,0,23,0
8,0,1,0,1,1,0,0,23,0,0,35,0,60,0
16,0,0,0,0,1,0,0,34,0,5,46,0,190,0
18,0,0,0,0,3,0,0,57,8,2,43,0,241,0
19,0,0,0,0,0,0,0,56,10,0,40,0,226,0
18,2,7,3,7,2,0,0,34,20,2,200,0,120,0
16,3,10,6,7,3,0,2,18,9,0,228,0,67,0
18,6,10,6,10,5,2,3,6,35,1,240,3,53,0
9,0,1,0,0,2,0,0,21,8,0,57,0,78,0
19,0,5,0,1,5,0,2,42,35,1,144,0,147,0
19,0,0,0,0,2,0,0,6,18,1,118,0,110,0
20,0,2,0,0,2,0,1,43,14,1,122,0,197,0
19,0,1,0,1,0,0,0,26,25,2,112,0,151,0
19,0,3,1,1,2,0,0,27,30,4,116,0,142,0
19,0,2,0,0,1,0,0,28,26,0,121,0,141,0
21,0,0,0,0,3,0,0,28,21,1,53,0,217,0
19,0,0,0,0,1,0,0,39,19,1,43,0,195,0
19,0,0,0,0,1,0,0,46,12,0,27,0,258,0
21,0,0,0,0,3,0,0,63,6,1,2,0,393,0
16,0,0,0,0,2,0,0,62,0,0,1,0,311,0
16,1,4,2,2,2,0,1,36,2,0,137,0,126,0
18,0,4,1,1,3,0,0,53,1,2,146,0,136,0
19,7,15,6,9,0,0,0,35,10,0,322,3,75,1
18,7,14,6,6,2,0,1,23,2,0,321,3,77,1
17,4,12,2,9,3,1,2,12,7,1,266,2,54,0
18,2,3,0,1,5,0,1,38,15,2,154,2,124,0
17,0,1,1,2,2,0,0,29,16,1,73,0,151,0
19,5,10,2,3,5,1,1,39,21,1,252,3,110,0
19,1,10,0,1,2,0,1,27,4,1,257,1,87,0
20,3,13,2,3,2,1,2,55,3,2,278,2,122,0
19,2,9,0,0,0,0,0,48,10,1,242,2,114,0
19,0,2,0,0,2,0,1,25,5,0,159,0,124,0
18,0,0,0,0,1,0,0,47,5,1,11,0,282,0
20,0,0,0,0,3,0,0,52,16,1,54,0,243,0
19,0,0,0,0,1,0,0,33,12,2,17,0,242,0
21,0,0,0,0,1,0,0,56,5,2,50,0,277,0
22,0,1,0,0,5,0,0,41,19,0,81,0,231,0
2,0,0,0,0,1,0,0,9,0,1,0,0,40,0
7,0,0,0,0,0,0,0,10,0,1,0,0,141,0
1,0,0,0,0,0,0,0,0,0,0,0,0,26,0
1,0,0,0,0,1,0,0,4,0,0,0,0,16,0
2,0,0,0,0,0,0,0,0,0,0,0,0,52,0
3,0,0,0,0,0,0,0,0,0,1,0,0,33,0
1,0,0,0,0,0,0,0,9,0,0,2,0,18,0
1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
9,0,0,0,0,0,0,0,21,5,0,22,0,106,0
11,1,4,0,0,2,0,0,19,3,3,91,1,86,0
12,0,2,0,0,2,0,0,19,6,1,53,0,112,0
14,0,7,0,1,2,0,0,19,2,1,156,0,97,0
13,0,0,0,0,1,0,0,50,0,2,15,0,238,0
4,0,0,0,0,1,0,0,0,0,1,0,0,79,0
1,0,0,0,0,0,0,0,10,0,0,0,0,23,0
1,0,0,0,0,0,0,0,0,0,0,0,0,25,0
10,0,0,0,0,2,0,0,34,0,0,0,0,226,0
2,0,0,0,0,0,0,0,0,0,0,0,0,44,0
1,0,0,0,0,0,0,0,0,0,1,0,0,24,0
1,0,0,0,0,0,0,0,14,0,0,0,0,33,0
1,0,0,0,0,0,0,0,0,0,1,0,0,19,0
7,0,0,0,0,1,0,0,8,0,0,4,0,101,0
2,0,0,0,2,2,0,0,0,49,0,0,0,4,0
1,0,0,0,0,0,0,0,0,6,0,0,0,11,0
1,0,0,1,1,0,0,0,0,26,0,0,0,1,0
1,0,0,0,1,0,0,0,0,2,0,12,0,2,0
1,0,0,0,0,0,0,0,18,0,0,8,0,24,0
1,0,0,0,0,0,0,0,0,28,1,0,0,4,0
1,0,0,0,0,0,0,0,0,5,0,0,0,7,0
1,0,0,0,0,0,0,0,0,18,0,0,0,4,0
1,0,0,0,0,0,0,0,4,0,0,1,0,14,0
1,0,0,0,0,0,0,0,6,0,0,2,0,15,0
2,0,0,0,0,1,0,0,12,0,0,8,0,33,0
1,0,0,0,0,0,0,0,5,0,0,6,0,12,0
3,0,0,0,0,0,0,0,8,0,1,1,0,55,0
