races,wins,podiums,poles,front_rows,wet_races,wet_wins,wet_podiums,gained_positions,lost_positions,collisions,points,wins_not_from_pole,starting_position,champion
1,0,0,0,0,0,0,0,0,0,0,0,0,27,0
8,0,0,0,0,0,0,0,49,0,0,4,0,183,0
6,0,0,0,0,1,0,0,38,0,1,18,0,118,0
4,0,0,0,0,0,0,0,11,0,0,0,0,98,0
4,0,0,0,0,1,0,0,37,0,0,4,0,88,0
11,0,0,0,0,3,0,0,1,0,1,0,0,201,0
1,0,0,0,0,1,0,0,5,0,0,0,0,19,0
1,0,0,0,0,0,0,0,0,0,0,0,0,30,0
17,0,0,0,0,5,0,0,106,0,2,6,0,366,0
4,0,0,0,0,2,0,0,7,0,0,0,0,80,0
1,0,0,0,0,0,0,0,11,0,0,0,0,22,0
1,0,0,0,0,0,0,0,0,8,0,0,0,20,0
1,0,0,0,0,1,0,0,15,0,0,0,0,31,0
1,0,0,0,0,0,0,0,0,10,0,0,0,18,0
2,0,0,0,0,0,0,0,0,25,1,2,0,12,0
1,0,0,0,0,0,0,0,0,6,0,0,0,17,0
1,0,0,0,0,0,0,0,11,0,0,0,0,22,0
1,0,0,0,0,0,0,0,4,0,0,1,0,14,0
1,0,0,0,0,0,0,0,0,2,0,0,0,9,0
1,0,0,0,0,0,0,0,10,0,0,0,0,24,0
2,0,0,0,0,0,0,0,3,0,0,2,0,29,0
1,0,0,0,0,0,0,0,9,0,0,6,0,16,0
6,0,0,0,0,1,0,0,11,0,1,0,0,149,0
2,0,0,0,0,0,0,0,12,0,1,0,0,49,0
1,0,0,0,0,1,0,0,0,0,0,0,0,20,0
1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
1,0,1,0,0,0,0,0,23,0,0,18,0,25,0
1,0,0,0,0,1,0,0,0,4,0,4,0,4,0
1,0,0,0,0,0,0,0,0,9,0,0,0,21,0
1,0,0,0,0,0,0,0,6,0,0,4,0,14,0
1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
2,0,0,0,0,0,0,0,0,0,0,0,0,35,0
8,0,0,0,0,0,0,0,19,1,0,1,0,142,0
1,0,0,0,0,1,0,0,6,0,0,0,0,21,0
11,0,1,0,0,2,0,0,55,4,2,25,0,208,0
1,0,0,0,0,0,0,0,0,2,0,0,0,13,0
2,0,0,0,0,0,0,0,16,0,0,0,0,66,0
21,0,0,0,0,1,0,0,44,2,1,0,0,372,0
17,0,0,0,1,1,0,0,28,26,3,2,0,254,0
22,0,1,0,1,5,0,1,29,27,2,25,0,286,0
1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1,0,0,0,0,1,0,0,0,0,0,0,0,20,0
1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
1,0,0,0,0,0,0,0,0,0,0,0,0,28,0
3,0,0,0,0,0,0,0,32,0,0,8,0,63,0
16,0,0,0,0,3,0,0,54,1,3,37,0,222,0
16,1,2,0,2,0,0,0,20,20,1,74,1,105,0
16,2,3,3,5,0,0,0,15,2,1,116,0,77,0
16,1,5,1,2,3,0,1,12,10,2,147,1,61,0
14,1,3,0,3,3,0,0,1,0,4,61,1,69,0
16,0,7,2,9,1,0,0,2,35,3,157,0,43,0
16,1,6,2,4,4,0,3,9,3,1,145,0,63,0
15,2,5,0,0,2,0,0,17,2,1,157,2,67,0
15,0,1,0,0,4,0,0,28,7,3,62,0,137,0
16,1,6,2,3,1,0,0,15,9,0,131,0,93,0
17,0,6,1,2,3,0,0,8,6,1,122,0,71,0
16,0,2,0,1,3,0,0,12,14,2,87,0,92,0
14,1,2,1,1,2,0,0,45,8,1,113,0,127,0
2,0,0,0,0,0,0,0,11,0,0,12,0,31,0
1,0,0,0,0,0,0,0,10,0,0,2,0,19,0
1,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1,0,0,0,0,0,0,0,0,0,0,0,0,24,0
2,0,0,0,0,1,0,0,14,0,0,13,0,28,0
4,0,0,0,0,0,0,0,11,0,1,2,0,69,0
3,0,0,0,0,2,0,0,9,0,1,0,0,76,0
1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1,0,0,0,0,0,0,0,11,0,0,2,0,20,0
3,1,1,0,0,1,0,0,11,0,1,25,1,37,0
4,0,0,0,0,1,0,0,24,0,0,23,0,57,0
5,0,0,0,0,1,0,0,5,0,0,0,0,96,0
6,0,0,0,0,0,0,0,39,0,0,15,0,105,0
1,0,0,0,0,0,0,0,0,0,0,0,0,19,0
1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
8,0,0,0,0,2,0,0,20,0,2,4,0,141,0
17,0,2,0,1,3,0,1,30,14,4,97,0,141,0
16,0,2,1,1,3,0,0,18,2,4,88,0,113,0
16,0,1,0,0,2,0,0,39,0,3,58,0,168,0
17,0,3,0,0,5,0,1,47,4,2,80,0,175,0
17,0,1,0,0,2,0,0,62,11,1,40,0,258,0
16,0,0,0,0,1,0,0,33,5,2,54,0,179,0
16,1,1,0,0,2,1,1,26,1,0,33,1,222,0
18,0,0,0,0,3,0,0,73,1,1,71,0,221,0
19,1,3,1,3,0,0,0,12,14,3,144,0,109,0
18,1,5,1,5,2,0,1,21,10,1,183,0,101,0
16,0,0,0,0,3,0,0,29,2,1,63,0,175,0
18,0,0,0,0,5,0,0,44,1,5,1,0,330,0
17,0,1,1,1,2,0,0,65,1,1,24,0,273,0
18,0,0,0,0,3,0,0,21,0,3,0,0,328,0
3,0,0,0,0,0,0,0,2,0,1,0,0,55,0
16,0,0,0,0,4,0,0,64,0,3,22,0,263,0
15,0,0,0,0,3,0,0,65,0,2,11,0,284,0
16,0,0,0,0,1,0,0,26,3,5,20,0,224,0
10,0,1,0,0,1,0,0,26,2,1,25,0,138,0
7,0,0,0,0,1,0,0,33,1,0,7,0,110,0
19,0,0,0,0,0,0,0,37,4,3,0,0,368,0
1,0,0,0,0,1,0,0,13,0,0,4,0,21,0
3,0,0,0,0,0,0,0,28,0,0,10,0,66,0
1,0,0,0,0,0,0,0,16,0,0,0,0,30,0
3,0,0,0,0,1,0,0,37,0,0,9,0,68,0
3,0,0,0,0,0,0,0,5,2,1,0,0,46,0
16,1,2,0,2,1,0,1,17,17,3,77,1,109,0
15,3,7,1,3,2,2,2,12,8,0,173,2,76,0
14,0,0,0,0,1,0,0,50,13,1,50,0,171,0
15,2,3,1,2,6,0,1,18,8,3,84,2,105,0
4,0,1,0,1,0,0,0,1,0,1,18,0,15,0
4,0,0,0,0,1,0,0,10,0,0,0,0,81,0
4,0,0,0,0,0,0,0,15,0,0,0,0,70,0
1,0,0,0,0,0,0,0,0,0,0,0,0,22,0
14,0,0,0,0,2,0,0,12,1,4,0,0,235,0
1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
4,0,0,0,0,0,0,0,14,0,0,19,0,49,0
2,0,0,0,0,0,0,0,0,0,0,0,0,30,0
2,0,0,0,0,0,0,0,13,0,0,4,0,33,0
2,0,0,0,0,0,0,0,0,0,0,0,0,23,0
1,0,0,0,0,0,0,0,0,0,0,0,0,26,0
4,0,0,0,0,1,0,0,0,0,2,0,0,95,0
3,0,0,0,0,0,0,0,15,0,1,1,0,60,0
1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1,0,0,0,0,0,0,0,6,0,0,0,0,21,0
1,0,0,0,0,0,0,0,0,0,0,12,0,4,0
9,0,0,0,0,0,0,0,6,4,1,8,0,134,0
7,0,0,0,0,0,0,0,0,2,1,8,0,77,0
8,0,1,0,1,1,0,0,2,1,3,21,0,40,0
8,0,0,0,1,2,0,0,0,6,1,22,0,45,0
9,4,6,1,7,1,1,1,6,12,0,158,4,21,1
10,2,5,2,6,2,0,1,4,16,0,107,1,26,0
10,2,5,1,3,0,0,0,12,9,0,126,2,35,0
10,2,6,4,5,1,0,0,13,7,0,151,0,36,0
9,0,3,0,0,3,0,1,13,0,1,60,0,65,0
11,0,2,3,5,1,0,0,6,3,1,48,0,58,0
12,3,6,2,3,3,0,1,11,6,1,143,2,56,1
10,1,2,0,0,0,0,0,20,4,2,77,1,66,0
11,0,0,0,0,0,0,0,61,0,0,39,0,186,0
11,0,0,0,0,2,0,0,34,0,3,21,0,147,0
12,0,0,0,0,2,0,0,80,0,1,32,0,215,0
12,0,0,0,0,2,0,0,41,0,0,3,0,246,0
15,0,0,0,0,3,0,0,131,0,0,28,0,307,0
2,0,0,0,0,0,0,0,19,0,0,1,0,41,0
1,0,0,0,0,1,0,0,0,0,0,0,0,28,0
1,0,0,0,0,0,0,0,0,0,0,0,0,12,0
7,0,0,0,0,1,0,0,21,0,3,6,0,158,0
15,0,2,0,0,3,0,0,29,1,3,48,0,218,0
16,1,2,0,0,2,1,1,24,15,2,76,1,158,0
1,0,0,0,0,0,0,0,0,0,0,0,0,30,0
1,0,0,0,0,0,0,0,0,0,0,0,0,30,0
1,0,0,0,0,0,0,0,0,0,0,0,0,22,0
7,0,0,0,0,1,0,0,57,0,0,10,0,149,0
4,0,0,0,0,1,0,0,21,0,1,0,0,98,0
5,0,0,0,0,2,0,0,14,0,0,3,0,71,0
7,0,0,0,0,0,0,0,36,0,0,6,0,125,0
1,0,0,0,0,0,0,0,0,0,0,0,0,11,0
2,0,0,0,0,1,0,0,17,0,0,2,0,40,0
1,0,0,0,0,0,0,0,14,0,0,0,0,25,0
2,0,0,0,0,1,0,0,0,0,0,0,0,44,0
11,0,0,0,0,1,0,0,58,0,2,6,0,222,0
1,0,0,0,0,0,0,0,5,0,0,2,0,14,0
5,0,1,0,0,2,0,1,8,0,0,27,0,35,0
1,0,0,0,0,0,0,0,6,0,0,12,0,10,0
1,0,0,0,0,0,0,0,0,0,0,0,0,11,0
3,0,0,0,0,0,0,0,9,0,0,2,0,56,0
2,0,0,0,0,0,0,0,0,0,1,0,0,30,0
1,0,0,0,0,0,0,0,4,0,0,8,0,10,0
3,0,0,0,0,1,0,0,3,5,0,2,0,35,0
1,0,0,0,0,1,0,0,11,0,0,0,0,22,0
1,0,0,0,0,0,0,0,0,0,0,0,0,25,0
1,0,0,0,0,0,0,0,0,3,0,0,0,8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
2,0,0,0,0,0,0,0,15,0,0,0,0,52,0
12,0,0,0,0,3,0,0,28,0,3,28,0,182,0
5,0,0,0,0,2,0,0,5,0,3,4,0,54,0
16,0,0,0,0,3,0,0,28,0,4,40,0,212,0
15,0,2,0,1,2,0,0,36,8,1,69,0,154,0
16,0,0,0,0,1,0,0,32,0,7,10,0,304,0
14,0,0,0,0,2,0,0,32,0,2,14,0,270,0
1,0,0,0,0,0,0,0,7,0,0,1,0,17,0
1,0,0,0,0,0,0,0,3,0,0,0,0,14,0
2,0,0,0,0,0,0,0,9,0,0,6,0,34,0
2,0,0,0,0,0,0,0,6,0,0,0,0,37,0
3,0,0,0,0,1,0,0,23,0,0,6,0,66,0
11,0,0,0,0,3,0,0,62,0,3,14,0,249,0
3,0,0,0,0,1,0,0,23,0,0,2,0,66,0
2,0,0,0,0,1,0,0,12,0,1,0,0,47,0
1,0,0,0,0,0,0,0,0,0,0,0,0,26,0
1,0,0,0,0,0,0,0,9,0,0,6,0,16,0
2,0,0,0,0,0,0,0,10,0,1,4,0,38,0
2,0,0,0,0,1,0,0,5,0,0,0,0,39,0
4,0,0,0,0,2,0,0,15,0,0,0,0,74,0
7,0,0,0,0,1,0,0,11,0,0,14,0,83,0
6,0,0,0,0,4,0,0,16,0,0,14,0,79,0
7,0,0,0,0,0,0,0,7,5,0,16,0,82,0
7,0,0,0,0,2,0,0,2,4,1,13,0,50,0
9,0,1,0,0,0,0,0,14,2,0,53,0,83,0
10,0,1,0,1,0,0,0,22,3,1,74,0,73,0
8,0,0,0,0,0,0,0,7,1,1,40,0,54,0
1,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1,0,0,0,0,0,0,0,0,0,0,0,0,24,0
9,0,0,0,0,1,0,0,41,0,1,9,0,184,0
10,0,0,0,0,1,0,0,52,0,1,8,0,220,0
7,0,0,0,0,0,0,0,18,0,0,15,0,86,0
14,0,0,0,0,6,0,0,46,0,4,48,0,194,0
17,0,1,0,0,3,0,1,49,10,1,87,0,182,0
18,1,3,1,4,5,0,1,13,38,1,136,1,79,0
17,0,0,0,1,2,0,0,29,7,4,58,0,187,0
19,0,0,0,0,5,0,0,52,3,2,0,0,359,0
19,0,0,0,0,2,0,0,35,1,1,0,0,344,0
20,0,0,0,0,2,0,0,48,9,0,0,0,370,0
2,0,0,0,0,0,0,0,0,9,0,0,0,19,0
1,0,0,0,0,1,0,0,0,0,0,0,0,14,0
1,0,0,0,0,1,0,0,0,0,0,0,0,20,0
15,0,0,0,0,1,0,0,21,5,3,56,0,131,0
17,0,1,0,0,3,0,0,52,1,1,94,0,176,0
16,0,0,0,0,3,0,0,26,0,3,50,0,169,0
17,1,7,1,8,3,0,2,10,17,3,151,1,61,0
16,0,1,0,0,3,0,0,26,12,3,91,0,119,0
16,2,6,1,3,2,1,1,25,6,1,181,2,85,0
17,0,2,0,1,5,0,0,13,21,2,61,0,134,0
15,0,0,0,0,2,0,0,16,12,4,43,0,144,0
11,0,0,0,0,1,0,0,18,2,0,16,0,151,0
16,0,1,0,0,2,0,0,41,2,2,37,0,212,0
4,0,0,0,0,1,0,0,16,0,0,0,0,64,0
5,0,0,0,0,1,0,0,40,0,0,6,0,88,0
1,0,0,0,0,0,0,0,13,0,0,2,0,22,0
2,0,0,0,0,0,0,0,12,0,1,1,0,45,0
1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
1,0,0,0,0,1,0,0,0,0,1,0,0,11,0
2,0,0,0,0,0,0,0,11,0,0,2,0,39,0
1,0,0,0,0,0,0,0,12,0,0,10,0,17,0
13,0,1,0,0,0,0,0,41,2,1,63,0,148,0
10,0,0,0,0,1,0,0,32,0,0,24,0,145,0
9,0,0,0,0,2,0,0,42,0,3,4,0,162,0
3,0,0,0,0,0,0,0,12,0,0,5,0,53,0
12,0,0,0,0,3,0,0,45,0,2,3,0,261,0
7,0,0,0,0,1,0,0,31,0,0,2,0,163,0
1,0,0,0,0,1,0,0,0,4,0,0,0,21,0
1,0,0,0,0,0,0,0,11,0,0,8,0,17,0
1,0,0,0,0,0,0,0,0,7,0,0,0,12,0
1,0,0,0,0,0,0,0,10,0,0,0,0,21,0
4,0,0,0,0,0,0,0,24,0,0,22,0,57,0
3,0,0,0,0,1,0,0,27,0,1,1,0,65,0
1,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1,0,0,0,0,0,0,0,6,0,0,10,0,11,0
1,0,0,0,0,0,0,0,0,0,1,0,0,13,0
3,0,0,0,0,1,0,0,8,0,0,4,0,50,0
4,0,0,0,0,1,0,0,15,0,0,14,0,75,0
3,0,0,0,0,1,0,0,0,0,1,0,0,70,0
1,0,0,0,0,1,0,0,5,0,0,0,0,20,0
3,0,0,0,0,1,0,0,8,0,1,0,0,58,0
4,0,0,0,0,1,0,0,17,0,0,14,0,58,0
5,0,0,0,0,0,0,0,8,0,2,1,0,74,0
1,0,0,0,0,0,0,0,1,0,0,2,0,10,0
9,0,0,0,0,1,0,0,26,1,0,34,0,121,0
10,0,0,0,0,2,0,0,39,0,1,27,0,160,0
14,0,0,0,0,2,0,0,66,0,1,19,0,256,0
2,0,0,0,0,1,0,0,11,0,0,4,0,39,0
1,0,0,0,0,1,0,0,18,0,0,2,0,27,0
1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
1,0,0,0,0,1,0,0,8,0,0,1,0,18,0
7,0,0,0,0,0,0,0,32,0,0,6,0,166,0
7,0,0,0,0,1,0,0,33,0,0,8,0,165,0
12,0,0,0,0,0,0,0,27,0,1,4,0,291,0
2,0,0,0,0,1,0,0,12,0,0,0,0,50,0
1,0,0,0,0,0,0,0,0,0,0,0,0,21,0
1,0,0,0,0,1,0,0,5,0,0,0,0,22,0
2,0,0,0,0,0,0,0,4,0,0,6,0,27,0
4,0,0,0,0,0,0,0,11,0,0,8,0,63,0
3,0,0,0,0,0,0,0,10,0,0,1,0,63,0
3,0,0,0,0,2,0,0,33,0,0,0,0,73,0
2,0,0,0,0,1,0,0,9,0,0,0,0,32,0
2,0,0,0,0,0,0,0,0,0,0,0,0,39,0
1,0,0,0,0,0,0,0,0,0,0,0,0,19,0
1,0,0,0,0,0,0,0,0,0,1,0,0,17,0
1,0,0,0,0,0,0,0,9,0,0,0,0,20,0
1,0,0,0,0,0,0,0,9,0,0,0,0,22,0
3,0,0,0,0,1,0,0,7,0,1,0,0,56,0
1,0,0,0,0,0,0,0,0,0,1,0,0,16,0
13,0,0,0,0,2,0,0,21,0,4,1,0,260,0
1,0,0,0,0,1,0,0,0,0,0,0,0,20,0
4,0,0,0,0,0,0,0,4,5,0,18,0,29,0
1,0,0,0,0,0,0,0,9,0,0,0,0,20,0
2,0,0,0,0,0,0,0,12,0,0,6,0,38,0
6,0,0,0,0,0,0,0,9,0,0,22,0,76,0
8,0,3,0,1,1,0,0,9,9,1,75,0,42,0
6,1,1,0,0,2,0,0,13,3,0,38,1,66,0
8,0,0,0,0,0,0,0,7,14,1,14,0,54,0
7,0,0,0,0,2,0,0,9,0,2,26,0,60,0
7,0,0,0,0,0,0,0,24,0,1,22,0,87,0
6,0,0,0,0,1,0,0,15,0,0,3,0,97,0
2,0,0,0,0,0,0,0,0,0,0,0,0,33,0
2,0,0,0,0,0,0,0,18,0,1,12,0,46,0
2,0,0,0,0,0,0,0,0,0,0,0,0,50,0
15,0,0,0,0,0,0,0,65,0,3,11,0,328,0
15,0,2,0,0,3,0,0,45,6,0,74,0,138,0
16,0,0,0,0,3,0,0,18,0,2,0,0,247,0
13,0,1,0,0,1,0,0,27,0,0,31,0,201,0
14,0,0,0,0,3,0,0,7,8,5,12,0,201,0
13,0,0,0,0,3,0,0,15,5,4,21,0,129,0
1,0,0,0,0,1,0,0,0,0,1,0,0,18,0
2,0,0,0,0,0,0,0,11,0,0,4,0,35,0
2,0,0,0,0,0,0,0,5,0,0,0,0,33,0
1,0,0,0,0,0,0,0,5,0,0,0,0,18,0
1,0,0,0,0,0,0,0,2,0,0,0,0,18,0
1,0,0,0,0,0,0,0,0,0,0,0,0,25,0
1,0,0,0,0,0,0,0,0,0,0,0,0,28,0
6,0,0,0,0,0,0,0,26,0,0,20,0,92,0
9,0,0,0,0,0,0,0,19,4,1,38,0,99,0
8,2,5,1,5,0,0,0,2,3,0,110,1,19,1
8,5,5,3,6,1,0,0,3,2,0,137,2,22,1
8,0,0,1,2,2,0,0,6,0,1,20,0,70,0
8,0,0,0,0,1,0,0,14,3,2,46,0,70,0
10,0,1,0,1,2,0,0,19,11,2,60,0,66,0
10,0,2,0,1,0,0,0,2,12,0,44,0,58,0
6,0,1,0,1,1,0,0,19,5,0,41,0,40,0
9,4,5,3,3,3,2,2,9,0,0,130,2,37,1
11,2,6,2,4,1,1,1,16,6,0,152,2,43,0
11,0,0,0,0,3,0,0,10,2,1,11,0,117,0
8,0,2,2,2,0,0,0,12,2,2,53,0,46,0
13,1,4,1,2,0,0,0,13,5,1,77,1,99,0
2,0,0,0,0,1,0,0,0,0,0,0,0,49,0
2,0,0,0,0,1,0,0,28,0,0,22,0,37,0
1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
2,0,0,0,0,0,0,0,3,0,0,4,0,30,0
2,0,0,0,0,0,0,0,0,0,0,0,0,27,0
1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
2,0,0,0,0,1,0,0,0,0,0,0,0,46,0
1,0,0,0,0,1,0,0,0,8,1,0,0,6,0
1,0,1,0,0,0,0,0,0,0,0,15,0,3,0
1,0,0,0,0,0,0,0,0,8,0,0,0,3,0
1,0,0,0,0,0,0,0,0,2,0,10,0,3,0
1,0,1,1,1,0,0,0,0,2,0,15,0,1,0
1,0,0,0,0,0,0,0,0,23,0,0,0,3,0
1,0,0,0,0,0,0,0,0,1,0,0,0,24,0
1,0,0,0,0,0,0,0,8,0,0,0,0,19,0
1,0,0,0,0,0,0,0,0,15,0,0,0,10,0
1,0,0,0,0,0,0,0,0,13,0,0,0,14,0
1,0,0,0,0,1,0,0,7,0,1,0,0,30,0
1,0,0,0,0,0,0,0,0,1,0,0,0,18,0
5,0,0,0,0,2,0,0,25,0,1,16,0,80,0
4,0,0,0,0,1,0,0,20,0,1,5,0,71,0
1,0,0,0,0,0,0,0,14,0,0,10,0,19,0
8,0,1,0,1,2,0,0,23,0,1,25,0,87,0
10,0,0,0,0,0,0,0,13,0,1,14,0,125,0
13,0,0,0,0,0,0,0,15,0,1,16,0,139,0
3,0,0,0,0,0,0,0,19,0,1,8,0,57,0
1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
13,0,1,0,0,2,0,1,47,0,3,20,0,235,0
1,0,0,0,0,0,0,0,7,0,0,2,0,16,0
1,0,0,0,0,0,0,0,0,0,0,0,0,23,0
1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1,0,0,0,0,0,0,0,0,0,0,0,0,24,0
10,1,5,0,2,1,0,1,12,1,0,112,1,48,0
8,1,1,0,0,3,0,0,6,2,1,47,1,50,0
11,0,2,0,0,1,0,0,11,0,0,33,0,95,0
10,3,4,0,3,3,2,3,16,3,0,124,3,51,0
11,6,7,2,5,0,0,0,10,1,1,180,5,29,1
13,1,4,4,7,0,0,0,4,7,0,78,1,40,0
11,6,7,6,8,2,1,1,4,13,0,178,2,24,1
11,4,5,2,4,2,0,0,13,13,2,136,3,36,0
14,5,8,3,4,2,0,0,39,11,0,221,3,72,1
1,0,0,0,0,1,0,0,0,0,1,0,0,16,0
3,0,0,0,0,0,0,0,9,0,0,8,0,49,0
9,1,4,1,1,3,1,1,14,3,0,94,1,63,0
11,2,5,2,3,0,0,0,9,0,0,120,0,67,0
13,3,5,4,5,0,0,0,5,8,1,124,3,39,0
11,1,3,2,5,2,1,1,4,2,1,66,0,50,0
12,1,4,4,5,2,0,2,12,13,0,90,0,58,0
12,0,1,0,0,1,0,0,43,9,1,69,0,113,0
15,0,2,0,0,3,0,1,38,0,1,50,0,196,0
9,0,1,0,0,2,0,0,45,0,0,28,0,155,0
8,0,0,0,0,1,0,0,40,0,0,12,0,134,0
1,0,0,0,0,0,0,0,7,0,0,1,0,17,0
3,0,0,0,0,0,0,0,10,0,0,0,0,59,0
8,0,0,0,0,1,0,0,26,0,1,18,0,137,0
5,0,0,0,0,1,0,0,3,0,0,0,0,79,0
10,0,1,0,0,3,0,0,26,0,1,18,0,171,0
16,0,3,1,1,3,0,1,21,11,1,78,0,140,0
17,1,2,0,2,2,0,0,28,12,2,89,1,150,0
16,0,2,0,0,1,0,0,53,14,1,101,0,162,0
15,2,6,4,4,2,0,0,9,1,1,117,0,72,0
14,1,5,1,3,1,0,1,32,10,0,119,1,92,0
15,2,7,1,1,6,1,2,55,1,3,147,2,140,0
15,0,1,0,0,1,0,0,28,0,5,25,0,248,0
13,0,0,0,0,1,0,0,73,0,2,64,0,195,0
16,0,0,0,0,1,0,0,44,0,0,30,0,228,0
15,0,3,0,0,3,0,0,81,0,2,68,0,238,0
8,0,2,0,0,0,0,0,25,0,0,65,0,76,0
2,0,0,0,0,1,0,0,0,0,0,0,0,34,0
3,0,0,0,0,1,0,0,19,0,0,7,0,51,0
2,0,0,0,0,0,0,0,12,0,0,1,0,44,0
2,0,0,0,0,0,0,0,12,0,1,6,0,32,0
3,0,0,0,0,1,0,0,8,0,0,4,0,49,0
16,4,11,3,9,3,0,1,13,16,2,226,4,49,0
16,7,8,9,12,3,0,0,2,7,4,222,2,35,1
16,0,2,0,1,3,0,0,27,9,3,115,0,107,0
16,0,0,0,0,2,0,0,5,6,3,7,0,169,0
17,0,0,0,0,5,0,0,37,15,1,92,0,148,0
17,0,2,0,0,2,0,0,47,2,2,73,0,183,0
17,0,0,0,0,1,0,0,45,0,0,44,0,208,0
15,0,0,0,0,2,0,0,18,4,0,23,0,175,0
3,0,0,0,0,1,0,0,4,1,0,2,0,34,0
19,0,0,0,0,0,0,0,43,21,1,27,0,237,0
12,0,0,0,0,0,0,0,34,0,2,22,0,153,0
8,0,0,0,0,0,0,0,7,2,2,0,0,129,0
19,0,0,0,0,5,0,0,59,4,0,5,0,290,0
19,0,0,0,0,2,0,0,66,9,2,26,0,278,0
7,0,2,0,0,2,0,0,38,0,0,61,0,78,0
14,0,3,0,1,3,0,0,20,1,2,60,0,120,0
14,1,4,0,1,4,1,2,27,0,3,121,1,112,0
16,6,8,8,11,3,1,2,4,5,2,205,1,67,1
17,3,5,6,10,2,1,1,4,14,3,132,1,55,0
16,0,1,0,1,1,0,0,9,6,7,46,0,124,0
7,0,0,0,0,1,0,0,5,0,1,4,0,83,0
2,0,0,0,0,2,0,0,7,0,0,2,0,32,0
12,0,0,0,0,1,0,0,65,0,2,4,0,251,0
13,0,0,0,0,1,0,0,20,0,0,0,0,282,0
2,0,0,0,0,0,0,0,11,0,1,0,0,44,0
1,0,0,0,0,0,0,0,0,0,0,0,0,26,0
2,0,0,0,0,0,0,0,13,0,0,0,0,48,0
1,0,0,0,0,0,0,0,2,0,0,1,0,12,0
16,0,0,0,0,3,0,0,34,0,4,9,0,248,0
7,0,0,0,0,1,0,0,26,0,1,9,0,131,0
14,0,0,0,0,3,0,0,48,8,1,28,0,200,0
16,0,0,0,0,3,0,0,29,3,3,11,0,222,0
16,0,1,0,0,2,0,1,28,0,3,50,0,180,0
17,0,0,0,2,5,0,0,24,18,5,44,0,128,0
16,0,0,0,0,2,0,0,8,10,2,62,0,110,0
17,0,0,0,0,1,0,0,17,5,2,53,0,148,0
